database/_name,database/__text,source-app/_name,source-app/__text,ref-type/_name,ref-type/__text,contributors/authors/author/0,contributors/authors/author/1,contributors/authors/author/2,contributors/authors/author/3,contributors/authors/author/4,contributors/authors/author/5,titles/title,periodical/full-title,pages,dates/year,dates/pub-dates/date,publisher,remote-database-name,urls/pdf-urls/url/0,urls/text-urls/url/0,custom3,contributors/authors/author/6,titles/secondary-title,volume,number,issue,titles/short-title,urls/text-urls/url/1,research-notes,custom2,contributors/authors/author/7,contributors/authors/author/8,contributors/authors/author/9,work-type,misc2,keywords/keyword/0,keywords/keyword/1,keywords/keyword/2,keywords/keyword/3,keywords/keyword/4,keywords/keyword/5,keywords/keyword/6,keywords/keyword/7,keywords/keyword/8,keywords/keyword/9,keywords/keyword/10,keywords/keyword/11,keywords/keyword/12,keywords/keyword/13,keywords/keyword/14,keywords/keyword/15,keywords/keyword/16,keywords/keyword/17,keywords/keyword/18,keywords/keyword/19,keywords/keyword/20,keywords/keyword/21,keywords/keyword/22,keywords/keyword/23,keywords/keyword/24,keywords/keyword/25,keywords/keyword/26,keywords/keyword/27,keywords/keyword/28,electronic-resource-num,abstract,keywords/keyword/29,keywords/keyword/30,keywords/keyword/31,keywords/keyword/32,keywords/keyword/33,keywords/keyword/34,keywords/keyword/35,keywords/keyword/36,keywords/keyword/37,keywords/keyword/38,keywords/keyword/39,keywords/keyword/40,keywords/keyword/41,keywords/keyword/42,urls/web-urls/url/0,access-date,isbn,custom1,misc1,language,contributors/authors/author/10,periodical/abbr-1,contributors/secondary-authors/author/0,contributors/secondary-authors/author/1,titles/tertiary-title,pub-location,keywords/keyword/43,keywords/keyword/44,contributors/secondary-authors/author/2,contributors/secondary-authors/author/3,contributors/secondary-authors/author/4,contributors/secondary-authors/author/5,contributors/secondary-authors/author/6,contributors/secondary-authors/author/7,contributors/secondary-authors/author/8,contributors/secondary-authors/author/9,contributors/secondary-authors/author/10,contributors/secondary-authors/author/11,contributors/authors/author/11,contributors/authors/author/12,contributors/authors/author/13,contributors/authors/author/14,contributors/authors/author/15,contributors/authors/author/16,contributors/authors/author/17,contributors/authors/author/18,contributors/authors/author/19,contributors/authors/author/20,contributors/authors/author/21,contributors/authors/author/22,contributors/authors/author/23,contributors/tertiary-authors/author/0
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Benkrid, Abdenour","Achour, Noura",,,,,Minimum Position Based on Robot’s Energy Consumption: A New Algorithm for Coordinated Multi-Robot Exploration,MATEC Web of Conferences,05001,2017,2017,,www.matec-conferences.org,C:\Users\StanS\Zotero\storage\4UYLC8TQ\Benkrid and Achour - 2017 - Minimum Position Based on Robot’s Energy Consumpti.pdf,C:\Users\StanS\Zotero\storage\PMV3ZVGT\matecconf_icmaa2017_05001.html,,,MATEC Web of Conferences,108,,,Minimum Position Based on Robot’s Energy Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1051/matecconf/201710805001,"This paper addresses the multi-robot exploration problem in unknown environments. The proposed method aims to minimize the exploration time considering the robot’s limited energy. The target area is defined as a frontier which represents the limit between an unknown and explored part of the environment. Thus, each robot from the team is assigned to the frontier for which it has the lowest rank among the other robots in term of energy consumption. An implementation and tests in computerized simulation as well as a comparison with some existing approaches has been performed. The results obtained demonstrate the validity and the efficiency of our method.",,,,,,,,,,,,,,,https://www.matec-conferences.org/articles/matecconf/abs/2017/22/matecconf_icmaa2017_05001/matecconf_icmaa2017_05001.html,2020-03-27 14:30:00,2261-236X,,,en,,MATEC Web Conf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Zhao, Qiang","Wang, Anna","Wang, Hao",,,,Design of Magnetic-Resonance-Based Contact-Less Power Transfer System for Moving Robot,Intelligent Robotics and Applications,185-196,2015,2015,Springer International Publishing,Springer Link,,,Intelligent Robotics and Applications,,,,,,,,,,,,,,,Robot,Adaptive tuning,Contact-less power transmission,Magnetic resonance coupling,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-319-22876-1_17,"In this paper, a contact-less power charger for robot applications is studied and developed. Contact-less charging can be achieved by a separable magnetic-transformer design. The transformer primary core is in the charger unit and the secondary core is in the robots. The transformer air-gap is equal to the distance between these two parts. By theoretical analysis, software simulations and circuit implementation, the relationships between the transformer’s coupling coefficient and the core geometry and gap are formulated. In addition, a high-efficiency circuit topology for the studied contact-less charger is fulfilled. It is anticipated that the research results of this paper can contribute to the development of the contact-less charging techniques for robot systems.",,,,,,,,,,,,,,,,,978-3-319-22876-1,Cham,,en,,,"Liu, Honghai","Kubota, Naoyuki",Lecture Notes in Computer Science,,,,"Zhu, Xiangyang","Dillmann, Rüdiger","Zhou, Dalin",,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wang, Yina","Xiong, Wenqiu","Yang, Junyou","Jiang, Yinlai","Wang, Shuoyu",,A Robust Feedback Path Tracking Control Algorithm for an Indoor Carrier Robot Considering Energy Optimization,Energies,2010,2019,2019/1,,www.mdpi.com,C:\Users\StanS\Zotero\storage\45CJJLLI\Wang et al. - 2019 - A Robust Feedback Path Tracking Control Algorithm .pdf,C:\Users\StanS\Zotero\storage\M3P6KMIA\2010.html,,,Energies,12,10,10,,,,,,,,,,dynamic model,indoor carrier robot,minimum-energy consumption,parameter uncertainty and disturbances,robust motion control,,,,,,,,,,,,,,,,,,,,,,,,,10.3390/en12102010,"This work develops an indoor carrier robot for people with disabilities, where the precise tracking of designated route is crucial. The parameter uncertainties and disturbances of the robot impose significant challenges for tracking. The present paper first investigates the dynamic of mechanical structure and modeling of actuator motors and constructs a new dynamic model by considering all main parameter uncertainties and disturbances. A novel robust feedback tracking controller considering both the optimization of path tracking and the minimization of the power consumption energy is proposed. It is proved that the tracking errors e and      e ˙      satisfy a H&infin; performance indicator while the energy consumption is minimum. A simulation example was performed and the results show that this novel algorithm can effectively reduce the tracking error from 0.2 m to 0.006 m while guaranteeing the minimum energy consumption. Furthermore, the effectiveness of the proposed method was validated by experiment compared with the non-robust one.",,,,,,,,,,,,,,,https://www.mdpi.com/1996-1073/12/10/2010,2020-03-27 14:30:17,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Gadow, Rainer","Killinger, Andreas","Garcia, Venancio Martinez",,,,MANUFACTURING ENGINEERING IN THERMAL SPRAY TECHNOLOGIES BY ADVANCED ROBOT SYSTEMS AND PROCESS KINEMATICS - HIGH END COATINGS FOR KEY COMPONENTS IN AUTOMOTIVE TO NUCLEAR POWER ENGINEERING –,,7,,,,Zotero,C:\Users\StanS\Zotero\storage\LB77JEW2\Gadow et al. - MANUFACTURING ENGINEERING IN THERMAL SPRAY TECHNOL.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Web Page,12,"Yuan, Li Peng","Yuan, Li Ming","Lu, Hong Ying",,,,Optimal Energy-Effective Gait for Biped Robot,Applied Mechanics and Materials,,2013,2013,,,,C:\Users\StanS\Zotero\storage\UA39V7XG\AMM.347-350.html,,,Applied Mechanics and Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Although peoples legs are capable of a broad range of muscle-use and gait patterns, they generally prefer just two, walking and running. A popular hypothesis regarding legged locomotion is that humans and other large animals walk and run in a manner that minimizes the metabolic energy expenditure for locomotion. Here, a mathematical model for a simple two-dimensional planar kneed walker with point feet and two bended knees is discussed. An energy-effective gait is designed by using piecewise torque method. Then, the robot model can exhibit a natural and reasonable walk on a level ground. The results can prove that the proposed optimal energy-effective gait is suitable for this kneed biped walking robot. And we also discover some walking rules maybe true through the results of optimization.",,,,,,,,,,,,,,,/AMM.347-350.839,2020-03-27 14:31:06,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Wigström, Oskar","Lennartson, Bengt",,,,,Towards integrated OR/CP energy optimization for robot cells,2014 IEEE International Conference on Robotics and Automation (ICRA),1674-1680,2014,May 2014,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\XRWVRZZT\6907076.html,2014 IEEE International Conference on Robotics and Automation (ICRA),,2014 IEEE International Conference on Robotics and Automation (ICRA),,,,,,,,,,,,,energy consumption,nonlinear programming,Trajectory,Robots,path planning,Optimization,optimal control,Optimal control,multi-robot systems,robot cells,robot dynamics,3-DoF robots,constraint handling,constraint programming,continuous time systems,Dynamic scheduling,Inference algorithms,integrated OR-CP energy optimization,interacting robots,multirobot trajectory planning problem,multistage trajectory planning problem,nonlinear programming problem,operations research,operations research methods,pseudospectral optimal control,robot continuous time dynamics,Timing,,,10.1109/ICRA.2014.6907076,"This paper concerns the energy optimization of systems with interacting robots. Pseudo spectral optimal control is used to collocate the continuous time dynamics of each robot. The resulting model is a multi stage, multi robot, trajectory planning problem with timing constraints. In the case of a given task sequence, the mathematical formulation is that of a Nonlinear Programming problem. We present two example problems where three 3-DoF robots work together. For the case the problem consists of undetermined sequences, we outline an algorithm which integrates Operations Research methods with those of Constraint Programming.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wu, Weiguo","Huang, Minchang","Gu, Xiadong",,,,Underactuated control of a bionic-ape robot based on the energy pumping method and big damping condition turn-back angle feedback,Robotics and Autonomous Systems,119-131,2018,"February 1, 2018",,ScienceDirect,,C:\Users\StanS\Zotero\storage\4RQPPXB2\S0921889016306996.html,,,Robotics and Autonomous Systems,100,,,,,,,,,,,,Lyapunov stability theory,Big damping nonholonomic constraints,Energy pumping,Position–orientation control,Turn-back angle feedback,Underactuated control,,,,,,,,,,,,,,,,,,,,,,,,10.1016/j.robot.2017.11.006,"This paper studies a reliable control strategy for a bionic-ape brachiation robot with dual-arm hands, a four-link brachiate mechanism, which swings and grasps branches like a gibbon. Based on the analysis of the brachiation of gibbons and humans, the big damping nonholonomic constraints model is introduced. A control strategy which combines the energy pumping control with the big damping turn-back angle feedback control is proposed. The grasping motion was divided into several processes: the swing-up self-starting phase, the energy rising phase, the transition phase and the grasping phase. A self-starting controller is designed for swing-up motion from a downward stable position. In the energy rising phase, an energy pumping control law is deduced based on Lyapunov stability theory, and the singularity and convergence of the system are analyzed. The system energy is calculated periodically to determine if the robot gets enough energy for grasping, so that it could shift into the transition phase. A position–orientation control method is adopted to realize that the gripper grasps target bars in the desired position, orientation and speed. By means of ADAMS-MATLAB co-simulation, the bionic-ape robot achieves smooth swing-grasp motions under different heights and horizontal distances. The simulation results indicate that this method has advantages of universality and reliability in a grasping target bar. Therefore, the effectiveness of the proposed control strategy is validated.",,,,,,,,,,,,,,,http://www.sciencedirect.com/science/article/pii/S0921889016306996,2020-03-27 14:31:12,0921-8890,,,en,,Robotics and Autonomous Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Jansen, Ger L M","Sahin, Funda",,,,,COMPONENT PLACEMENT ROBOT WITH WIRELESS ENERGY AND DATA TRANSFER,,4,,,,Zotero,C:\Users\StanS\Zotero\storage\8ZCCMSDE\Jansen and Sahin - COMPONENT PLACEMENT ROBOT WITH WIRELESS ENERGY AND.PDF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Doran, Martin","Sterritt, Roy","Wilkie, George",,,,Autonomic Management for Mobile Robot Battery Degradation,,,2018,2018-05-14,WASET,uir.ulster.ac.uk,C:\Users\StanS\Zotero\storage\ZLW9GI8I\Doran et al. - 2018 - Autonomic Management for Mobile Robot Battery Degr.pdf,C:\Users\StanS\Zotero\storage\U87TIQS4\39781.html,,,ICACCE 2018 : 20th International Conference on Autonomic Computing and Computer Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abstract—the majority of today’s mobile robots are very dependent on battery power. Mobile robots can operate untethered for a number of hours but eventually they will need to recharge their batteries in-order to continue to function. While computer processing and sensors have become cheaper and more powerful each year, battery development has progress very little. They are slow to re-charge, inefficient and lagging behind in the general progression of robotic development we see today. However, batteries are relatively cheap and when fully charged, can supply high power output necessary for operating heavy mobile robots. As there are no cheap alternatives to batteries, we need to find efficient ways to manage the power that batteries provide during their operational lifetime. This paper proposes the use of autonomic principles of self-adaption to address the behavioral changes a battery experiences as it gets older. In life, as we get older, we cannot perform tasks in the same way as we did in our youth; these tasks generally take longer to perform and require more of our energy to complete. Batteries also suffer from a form of degradation. As a battery gets older, it loses the ability to retain the same charge capacity it would have when brand new. This paper investigates how we can adapt the current state of a battery charge and cycle count, to the requirements of a mobile robot to perform its tasks.",,,,,,,,,,,,,,,https://waset.org/conference/2018/05/london/ICACCE,2020-03-27 14:31:43,,"London, UK",,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Katiyar, Shiv","Kandasamy, Ghopy","Kulatunga, Eranda","Mustafizur, Md.","Iida, Fumiya","Nurzaman, Surya G.",Morphological Adaptation in an Energy Efficient Vibration-Based Robot,2018 IEEE International Conference on Robotics and Automation (ICRA),1575-1582,2018,May 2018,,IEEE Xplore,C:\Users\StanS\Zotero\storage\4CT8N9ET\Katiyar et al. - 2018 - Morphological Adaptation in an Energy Efficient Vi.pdf,C:\Users\StanS\Zotero\storage\Z2LTHDYT\8461107.html,2018 IEEE International Conference on Robotics and Automation (ICRA),,2018 IEEE International Conference on Robotics and Automation (ICRA),,,,,,,,,,,,,Legged locomotion,Foot,legged locomotion,Springs,energy conservation,elasticity,Shape,DC motors,adaptation ability,beams (structures),elastic curved beam,elastic materials,energy efficient vibration-based robot,low-cost robot,morphological adaptation,morphological computation,Resonant frequency,robot locomotion,robots rich dynamics,robots shape,rotating frequency,soft materials,vibrations,,,,,,,10.1109/ICRA.2018.8461107,"Morphological computation is a concept relevant to robots made of soft and elastic materials. It states that robot's rich dynamics can be exploited to generate desirable behaviors, which can be altered when their morphology is adapted accordingly. This paper presents a low-cost robot made of elastic curved beam driven by a motor, with morphological computation and adaptation ability. Simply by changing robot's shape and the rotating frequency of the motor that vibrates the robot's body, the robot is able to shift its behavior from showing a tendency to slide when it needs to perform tasks like going under confined space, to have more tendency to hop diagonally forward when the robot stands upright. It will also be shown that based on the proposed mechanism, the energy efficiency of the robot locomotion can be maximized.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Serralheiro, Werther","Maruyama, Newton","Saggin, Fabrício",,,,Self-Tuning Time-Energy Optimization for the Trajectory Planning of a Wheeled Mobile Robot,Journal of Intelligent & Robotic Systems,987-997,2019,2019-09-01,,Springer Link,,,,,Journal of Intelligent & Robotic Systems,95,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/s10846-018-0922-5,"In this work a method for trajectory planning based on time-energy optimization of a nonholonomic wheeled mobile robot is proposed. The method utilizes a nonlinear variable change that transforms the nonlinear optimization problem into a discrete second order cone programming that can be solved by convex optimization tools. The formulation of the multiobjective function has two components: the total energy and the traversal time that is weighted by a parameter named penalty coefficient. With the use of the penalty coefficient one can establish a trade-off between the optimization of the total energy and the traversal time. The relation between both objectives draws a Pareto Front in the criterion space parameterized by the penalty coefficient. The rationale of this paper is to assume that the Pareto curve is an exponential function, and to propose an algorithm to estimate its parameters. Using this exponential function it is possible to estimate the Knee Point that is an optimal solution that balances time and energy equally. This systematic approach might be understood as a self-tuning algorithm that estimate the penalty coefficient for the generation of optimal voltage signals. Numerical results illustrate the feasibility of the proposed method.",,,,,,,,,,,,,,,https://doi.org/10.1007/s10846-018-0922-5,2020-03-27 14:31:53,1573-0409,,,en,,J Intell Robot Syst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Patel, Javaad",,,,,,"Design, modelling and control of a brachiating power line inspection robot",,,2016,2016,,open.uct.ac.za,"C:\Users\StanS\Zotero\storage\ZEWDQFXA\Patel - 2016 - Design, modelling and control of a brachiating pow.pdf",C:\Users\StanS\Zotero\storage\9DKL8VWI\20464.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The inspection of power lines and associated hardware is vital to ensuring the reliability of the transmission and distribution network. The repetitive nature of the inspection tasks present a unique opportunity for the introduction of robotic platforms, which offer the ability to perform more systematic and detailed inspection than traditional methods. This lends itself to improved asset management automation, cost-effectiveness and safety for the operating crew.  This dissertation presents the development of a prototype industrial brachiating robot. The robot is mechanically simple and capable of dynamically negotiating obstacles by brachiating. This is an improvement over current robotic platforms, which employ slow, high power static schemes for obstacle negotiation.  Mathematical models of the robot were derived to understand the underlying dynamics of the system. These models were then used in the generation of optimal trajectories, using nonlinear optimisation techniques, for brachiating past line hardware.  A physical robot was designed and manufactured to validate the brachiation manoeuvre. The robot was designed following classic mechanical design principles, with emphasis on functional design and robustness.  System identification was used to capture the plant uncertainty and a feedback controller was designed to track the reference trajectory allowing for energy optimal brachiation swings.  Finally, the robot was tested, starting with sub-system testing and ending with testing of a brachiation manoeuvre proving the prospective viability of the robot in an industrial environment.",,,,,,,,,,,,,,,https://open.uct.ac.za/handle/11427/20464,2020-03-27 14:32:32,,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wiriya, Sunthorn","Distaklu, Nikom","Howimanporn, Suppachai",,,,Speed Control System Design in Bicycle Robot by Low Power Method,,7,2010,2010,,Zotero,C:\Users\StanS\Zotero\storage\TPXDZQEI\Wiriya et al. - 2010 - Speed Control System Design in Bicycle Robot by Lo.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Cohen, David A.","Ozick, Daniel N.","Vu, Clara","Lynch, James","Mass, Philip R.",,Autonomous robot auto-docking and energy management systems and methods,,,2018,2018-02-06,iRobot Corp,,C:\Users\StanS\Zotero\storage\BV869DCG\Cohen et al. - 2018 - Autonomous robot auto-docking and energy managemen.pdf,,US,,,,,,,,,2018-02-06,,,,,,robot,base station,signal,charging,cleaning robot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://patents.google.com/patent/US9884423B2/en,2020-03-27 14:33:06,US9884423B2,2017-04-19,"US15/491,599",en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Brandstetter, Jürgen",,,,,,The Power of Robot Groups with a Focus on Persuasive and Linguistic Cues,,,2017,2017,,ir.canterbury.ac.nz,C:\Users\StanS\Zotero\storage\TF6LZR6L\Brandstetter - 2017 - The Power of Robot Groups with a Focus on Persuasi.pdf,C:\Users\StanS\Zotero\storage\USEQ76CS\13598.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Today the HRI community generates a lot of knowledge on how one robot affects one
human, and how one robot affects multiple human listeners. Much less knowledge is
available on how robots affect the human language and how this language change can
affect human attitudes and behaviours. This language effect is of particular interest for
when we get into a situation where a major part of the human population has robots, as
we are now experiencing with the ubiquity of smartphones. In this case, the questions
are: What happens if all robots were to use the same words? For example, when they all
use the same source as their dictionary. Will robots be able to affect the word choices of
the human population, and what are the implications of connotation-laden vocabulary?
Even more interesting, will this word choice affect the attitudes and behaviours of the
human population?

Through all those questions a central question for this thesis emerged: ""Are Robots
able to influence a group of people via the usage of language?"" To find out if this might
be possible, we developed three connected experiments. In the first, the effect of peer
pressure on humans created by robots is explored, focusing on how this peer pressure
affects the language of a person. To see if and how this influence of robots works, the
effect of the robots was compared against that of human actors. The results of the ex-
periment showed that the actors could indeed influence the participants as predicted,
however, no such influence could be shown by the robots. It was concluded that the
reason the robots did not affect the humans was that the participants did not feel that
they belonged to the robots group.

In the second experiment, a robot and human group setting was created. In this
experiment, the robot tried to influence the human language. Important here to mention
is that the experiment measured if the language of participants was affected by the robot
influence, even after the interaction and without any robot in the room. It was also mea-
sured if the word chosen by the robot had an influence on how a person would perceive
the discussed object. The outcome of the experiment was successful, and showed that
the group building worked and the robot was able to affect the human language, even
after the interaction was over. It further showed that robots were able to affect the hu-
mans attitude toward objects simply by using positive or negative connoted synonyms
for a particular object.

In the third and last experiment, the question was: Can many robots affect the
language of a whole human population? To answer this, different parameters were measured:
How many humans need robots so that the robots could manipulate the whole
human populations language? And does it matter which persons in the human population
will get a robot - whether it be a person who is very well connected or a person
who is poorly connected, for example? Since we are currently not in a time where a
huge number of people actually have robots, a simulation was created. The outcome of
the simulation was that on average only 11% of the human population needed robots to
affect the language of 95% of the human population.

Finally, to further deepen the knowledge on how simple language change can affect
human attitude and behaviour a literature review is added. This review focuses
particularly on persuasion via language, which includes effects like gender neutral versus
non-gender neutral language.

The conclusion of this thesis is that in certain situations, a group of robots is able
to affect the language, and in turn the behavioural responses, of the majority of the
human population.",,,,,,,,,,,,,,,https://ir.canterbury.ac.nz/handle/10092/13598,2020-03-27 14:33:08,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,,,,,,,Minimum Energy of a Prismatic Joint with out: Actuator: Application on RRP Robot,,4,2009,2009,,Zotero,C:\Users\StanS\Zotero\storage\3ACDT7W8\2009 - Minimum Energy of a Prismatic Joint with out Actu.pdf,,,,,3,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This research proposes the state of art on how to control or find the trajectory paths of the RRP robot when the prismatic joint is malfunction. According to this situation, the minimum energy of the dynamic optimization is applied. The RRP robot or similar systems have been used in many areas such as fire fighter truck, laboratory equipment and military truck for example a rocket launcher. In order to keep on task that assigned, the trajectory paths must be computed. Here, the open loop control is applied and the result of an example show the reasonable solution which can be applied to the controllable system.",,,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Lu, Qiang","He, Bin",,,,,Kinematics and Energy Minimization Approach for Continuum Robot,Advances in Reconfigurable Mechanisms and Robots II,817-827,2016,2016,Springer International Publishing,Springer Link,,,Advances in Reconfigurable Mechanisms and Robots II,,,,,,,,,,,,,,,Continuum robot,Energy minimization approach,Neural network,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-319-23327-7_70,"The outstanding compliance and adaptability of invertebrate limbs have motivated a recent surge of research activity in continuum robots. In previous studies, the dynamical model of the continuum robot is constructed by using the Lagrange method and the analytic method for the kinematics and dynamics of a continuum robot are shown. In this paper, we focus on the development of the kinematic models of the continuum robot and the energy optimal planning for the continuum robot. A multilayer neural network is used for solving the non-linearity of the rigid parallel mechanism. Based on Bishop frames, an optimal curve is used to generate the continuous backbone curve. The optimality criteria are used to choose the curve that satisfies task constraints while optimizing energy consumption. Kinematic models are validated through experiments done with the continuum robot. The results demonstrate that the proposed method for the continuum robot is feasible.",,,,,,,,,,,,,,,,,978-3-319-23327-7,Cham,,en,,,"Ding, Xilun","Kong, Xianwen",Mechanisms and Machine Science,,,,"Dai, Jian S.",,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Filho, Jose Francisco Bianchi","Siebert, Luciano Cavalcante","Mariani, Viviana Cocco","dos Santos Coelho, Leandro",,,A Conceptual Model of a Stereo Vision System to Aid a Teleoperated Robot in Pruning Vegetation Close to Overhead Urban Power Lines,"2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",1119-1124,2018,June 2018,,IEEE Xplore,,C:\Users\StanS\Zotero\storage\DYV8ZBVX\8445341.html,"2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",,"2018 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",,,,,,,,,,,,,Robot sensing systems,telerobotics,Task analysis,maintenance engineering,power cables,power overhead lines,Manipulators,computer vision,Cameras,accident prevention,alarm systems,com puter vision,computer vision system,conceptual model,image sensors,overhead urban power lines,pruning vegetation,sensing technologies,stereo image processing,stereo visio n,Stereo vision,stereo vision system,teleoperated robot,telerobotic pruning system,Telerobotics,three dimensional positioning,vegetation,,,10.1109/SPEEDAM.2018.8445341,"Detection of overhead urban lines is a primal information to ensure that a telerobotic pruning system will perform its task in a safe manner. In this context, this paper proposes a conceptual model of a computer vision system capable of identifying overhead urban lines and its three dimensional positioning by reviewing sensing technologies, applications of stereo vision with telerobotics and proposing a conceptual model to perform such task.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Moore, Douglas A.",,,,,,Systems and methods for pairing a power base of a modular wheelchair system with a guide robot,,,2019,2019-10-03,Toyota Motor Engineering and Manufacturing North America Inc,,C:\Users\StanS\Zotero\storage\LYB3NBNI\Moore - 2019 - Systems and methods for pairing a power base of a .pdf,,US,,,,,,,,,2019-10-03,,,,,,system,guide robot,memory modules,power base,upper component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://patents.google.com/patent/US20190302786A1/en,2020-03-27 14:33:41,US20190302786A1,2018-03-27,"US15/937,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Tong, H.","Ueyama, T.",,,,,Improvement of aluminium alloy sheet metal welding quality and productivity with AC pulsed MIG welding system (1st report). Development of AC pulsed MIG welding power source with built‐in robot interface,Welding International,851-856,2001,"January 1, 2001",,Taylor and Francis+NEJM,,C:\Users\StanS\Zotero\storage\DFSXIQ3Y\09507110109549455.html,,,Welding International,15,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1080/09507110109549455,,,,,,,,,,,,,,,,https://doi.org/10.1080/09507110109549455,2020-03-27 14:33:44,0950-7116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
