,Title,Item Type,Publication Year,Author
328,Energy Storing Mechanism for a New Hydraulic-Motor Actuated Robot,conferencePaper,2013.0,"Chen, Xianbao; Gao, Feng; Qi, Chenkun; Tian, Xinghua; Zhang, Jiaqi"
329,Design and Implement of Control System for De-icing Robot of Power Transmission Lines,journalArticle,2010.0,"Yao-nan, JIANG Wen-hui WANG; Yuan-li, TAN Lei ZHOU"
330,Energy-optimal multi-goal motion planning for planar robot manipulators,journalArticle,2014.0,"Bonami, Pierre; Olivares, Alberto; Staffetti, Ernesto"
331,Inspection Robot for Power Line,journalArticle,2010.0,"Ugasciny Arumugam, Ugasciny"
332,Design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum,journalArticle,2019.0,"Young, Sierra N.; Kayacan, Erkan; Peschel, Joshua M."
333,An minimum-energy-based high-degree polynomial trajectory planning and tracking control for an LCD glass-handling robot,journalArticle,2011.0,"Fung, Rong-Fong; Cheng, Yi-Hsin"
334,A low power optical interface for inter-robot communication in a swarm of microrobots,conferencePaper,2007.0,"Alonso, O.; Casanova, R.; Sanuy, A.; Diéguez, A.; Samitier, J."
335,"Micro-intestinal robot with wireless power transmission: design, analysis and experiment",journalArticle,2015.0,"Shi, Yu; Yan, Guozheng; Chen, Wenwen; Zhu, Bingquan"
336,Dynamic modeling of energy efficient crab walking of hexapod robot,conferencePaper,2012.0,"Roy, Shibendu Shekhar; Pratihar, Dilip Kumar"
337,Full-size humanoid robot TEO: Design attending mechanical robustness and energy consumption,conferencePaper,2011.0,"Monje, Concepción A.; Martínez, Santiago; Jardón, Alberto; Pierro, Paolo; Balaguer, Carlos; Muñoz, Delia"
338,Autonomous robot auto-docking and energy management systems and methods,patent,2018.0,"Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R."
339,CG simulator for a semi-autonomous remote power distribution line maintenance robot-installation of a transformer,conferencePaper,2010.0,"Ichiyanagi, Takayuki; Ito, Shiro; Ito, Tatsuya; Ito, Yuta; Suzuki, Takahito; Kazino, Masashi; Tatsuno, Kyoichi"
340,Recognition of phases in sit-to-stand motion by Neural Network Ensemble (NNE) for power assist robot,conferencePaper,2007.0,"Shen, Huanghuan; Song, Quanjun; Deng, Xiaohong; Zhao, Yibo; Yu, Yong; Ge, Yunjian"
341,Performances analysis of piezoelectric cantilever based energy harvester devoted to mesoscale intra-body robot,conferencePaper,2015.0,"Rabenorosoa, Kanty; Rakotondrabe, Micky"
342,Analysis of the position of robotic cell components and its impact on energy consumption by robot,conferencePaper,2016.0,"Banas, W.; Gwiazda, A.; Monica, Z.; Sekala, A.; Foit, K."
343,A novel 110 kV power line inspection robot and its climbing ability analysis,journalArticle,2017.0,"Yue, Xiang; Wang, Hongguang; Jiang, Yong"
344,Balancing strategy using the principle of energy conservation for a hopping humanoid robot,journalArticle,2013.0,"Cho, Baek-Kyu; Kim, Jung-Hoon; Oh, Jun-Ho"
345,Obstacle-naviga tion control of automatic inspection robot for extra high voltage power lines based on multi-sensor,journalArticle,2013.0,"SONG, Shu-Wei; RUAN, Yi; LI, Zheng"
346,Sensing pipes of a nuclear power mechanism using low-cost snake robot,journalArticle,2018.0,"Huang, Chiung-Wei; Huang, Chung-Hao; Hung, Yu-Hsiang; Chang, Cheng-Yuan"
347,Design and Validation of a Mobile Robot for Power Line Inspection and Maintenance Line Inspection and Maintenance,journalArticle,,"Montambault, Serge; Pouliot, Nicolas"
348,Emergent emotion via neural computational energy conservation on a humanoid robot,conferencePaper,2013.0,"Kırtay, Murat; Oztop, Erhan"
349,Mechanical design of robot lower body based on four-bar linkage structure for energy efficient bipedal walking,conferencePaper,2016.0,"Han, Sanghoon; Um, Sangwoo; Kim, Soohyun"
350,The Effect of Impedance Parameters in 7DOF Upper-Limb Power-Assist Exoskeleton Robot,journalArticle,2016.0,"KIGUCHI, Kazuo; Gopura, RARC; HAYASHI, Yoshiaki; LI, Yang"
351,"Pipelined, High Speed, Low Power, Neural Network Controller for Autonomous Mobile Robot Navigation Using FPGA",journalArticle,2016.0,"Aamer, Najmuddin; Ramachandran, S."
352,TREEBOT: Tree Recovering Renewable Energy Robot,conferencePaper,2013.0,"Muscolo, Giovanni Gerardo; Molfino, Rezia"
353,Design and the study of the control system of a power transmission line inspection robot,journalArticle,2008.0,"Li, W. Z.; Wang, J. D.; Sun, Ai-qin; Li, Qing"
354,"Fast Response Search and Rescue Robot, Assisted Low Power WSN Net for Navigation and Detection",conferencePaper,2013.0,"Kumar, Siddhartha; Reddy, Varun; Prakash, Preejit; Aparna, P."
355,Modeling and simulation of a six-legged walking robot power system,journalArticle,1992.0,"Nair, Satish S."
356,Energy-efficient walking for biped robot using self-excited mechanism and optimal trajectory planning,journalArticle,2007.0,"Huang, Qingjiu; Ono, Kyosuke"
357,Analyzing and Reducing Energy Usage in a Humanoid Robot During Standing Up and Sitting Down Tasks,journalArticle,2016.0,"Elibol, Ercan; Calderon, Juan; Llofriu, Martin; Moreno, Wilfrido; Weitzenfeld, Alfredo"
358,Multi-robot mission planning with static energy replenishment,journalArticle,2019.0,"Li, Bingxi; Moridian, Barzin; Kamal, Anurag; Patankar, Sharvil; Mahmoudian, Nina"
359,A new energy-free gravity-compensation adaptive system for balancing of 4-DOF robot manipulators with variable payloads,conferencePaper,2015.0,"Briot, Sébastien; Arakelian, Vigen"
360,Hybrid power supply of rescue robot based on supercapacitors,conferencePaper,2011.0,"Qin, Guangle; Zhu, Hua"
361,Design of novel electromagnetic energy harvester to power a deicing robot and monitoring sensors for transmission lines,journalArticle,2019.0,"Paul, Sarbajit; Chang, Junghwan"
362,Double conical wheels based mobile robot for aerial power distribution lines inspection,conferencePaper,2014.0,"Pavani, Renan A.; Scaff, William; Miguel, Danilo S.; Matsumura, Celso T.; Hirakawa, André R.; Horikawa, Oswaldo; da Silva, José Francisco Resende"
363,Mobile Robot Performance at Restricted Energy and Autonomy,journalArticle,2019.0,"Baums, Aldis"
364,Navigating the corridors of power: using RFID and compass sensors for robot localisation and navigation,journalArticle,2010.0,"Li, Yan; Mac Namee, Brian; Kelleher, J. D."
365,Robot coordination for energy-balanced matching and sequence dispatch of robots to events,journalArticle,2014.0,"Lukic, Milan; Barnawi, Ahmed; Stojmenovic, Ivan"
366,Mitigating energy loss in a robot hopping on a physically emulated dissipative substrate,conferencePaper,2019.0,"Roberts, Sonia; Koditschek, Daniel E."
367,Energy efficiency of legged robot locomotion with elastically-suspended loads over a range of suspension stiffnesses,conferencePaper,2012.0,"Ackerman, Jeffrey; Da, Xingye; Seipel, Justin"
368,Overview on obstacle recognition of power transmission line inspection robot,journalArticle,2012.0,"Guo, L. I. N.; Wei-chao, L. I."
369,Control algorithm of an autonomous obstacles negotiating inspection robot for power transmission lines,conferencePaper,2009.0,"Li, Zheng; Yi, Ruan"
370,Robot's energy consumption based multi-robot exploration strategy,conferencePaper,2016.0,"Benkrid, Abdenour; Benallegue, Abdelaziz; Achour, Noura"
371,Simulation and energy consumption analysis of a parallel robot,conferencePaper,2017.0,"Ordóñez, Laura M.; Solarte, John E.; Krut, Sébastien; Vivas, Andrés"
372,GAIT ENERGY OPTIMIZATION OF THREE-LIMBED ROBOT BASED ON GENERATION ALGORITHM,journalArticle,2006.0,"Hegao, PANG Ming ZHAO Jie CAI"
373,Energy-consumption estimation of inspection robot based on Kalman filter,journalArticle,2015.0,"Fu, Wei Xing-wei; Wu, Gongping; Zhou, Peng; Yu, Na"
374,From trapezoid to polynomial: Next-generation energy-efficient robot trajectories,conferencePaper,2017.0,"Riazi, Sarmad; Bengtsson, Kristofer; Lennartson, Bengt"
375,Development of Automatic Inspection Robot for the Power Transmission Lines,journalArticle,2006.0,"DING, Hongchang; WANG, Jidai; YANG, Qianming; WANG, Qiong"
376,Energy-efficient optimal task offloading in cloud networked multi-robot systems,journalArticle,2019.0,"Rahman, Akhlaqur; Jin, Jiong; Rahman, Ashfaqur; Cricenti, Antonio; Afrin, Mahbuba; Dong, Yu-ning"
377,Application Research of Virtual Operation Robot in Smart Power Plant,conferencePaper,2019.0,"Zhang, Qin; Ma, Jin; Wang, Jing"
378,Design and implementation of switching power supply for wheeled mobile robot,conferencePaper,2010.0,"Jianping, Wang; Shan, Lu; Huanhuan, Wu; Anle, Mu"
379,Energy conscious scheduling of a material handling robot in a manufacturing cell,journalArticle,2019.0,"Gürel, Sinan; Gultekin, Hakan; Akhlaghi, Vahid Eghbal"
380,A study on precognition of walking patterns for a power assist robot legs,conferencePaper,2011.0,"Shin, Dae Seob; Lee, Hyeongcheol"
381,Simulation of human-robot collaboration by means of power and force limiting,journalArticle,2018.0,"Dombrowski, Uwe; Stefanak, Tobias; Reimer, Anne"
382,Smartphone Based Aquatic Environment Monitoring Robot with Optimal Battery Charging,journalArticle,2014.0,"Maindalkar, Anuradha; Andhare, Gaurav"
383,Developing a power supply solution for a mobile robot,book,2010.0,"Giesemann, Carsten; Kemnitz, Günter"
384,ANDECS Robot-Trajectory Optimization for State-Constrained Time-Optimal Control and Minimum Power Consumption,bookSection,1995.0,"Lewald, A.; Otter, M.; Grübel, G."
385,Using adaptive model predictive technique to control underactuated robot and minimize energy consumption,journalArticle,2016.0,"Albalasie, Ahmad; Seliger, Guenther; Hanieh, Ahmed Abu"
386,Energy-saving control of multi-robot systems,journalArticle,2015.0,"Yang, Xiaoxuan"
387,Develop a Power Detection and Diagnosis Modular for Mobile Robot,conferencePaper,2007.0,"Chia, Song H.; Su, Kuo L.; Wu, Chia J.; Jhuang, Jheng S."
388,Human's weight perception and load force characteristics in lifting objects with a power assist robot,conferencePaper,2009.0,"Rahman, SM Mizanoor; Ikeura, Ryojun; Nobe, Masaya; Sawai, Hideki"
389,A novel arc jointing robot scheduling method in electric power plants using adaptive neural network and fuzzy reasoning,journalArticle,2007.0,"Chen, Xuesong; Xu, Hua"
390,Application of Grey predictor in controlling 5 DOF power assistant robot,conferencePaper,2012.0,"Cheon, Kim; Ahn, Kyoung Kwan"
391,Calibrating intuitive and natural human–robot interaction and performance for power-assisted heavy object manipulation using cognition-based intelligent admittance control schemes,journalArticle,2018.0,"Rahman, SM Mizanoor; Ikeura, Ryojun"
392,Physical human-robot interaction estimation based control scheme for a hydraulically actuated exoskeleton designed for power amplification,journalArticle,2018.0,"Long, Yi; Du, Zhi-jiang; Wang, Wei-dong; He, Long; Mao, Xi-wang; Dong, Wei"
393,Galloping trajectory generation of a legged transport robot based on energy consumption optimization,journalArticle,2016.0,"Zhu, Yaguang; Guo, Tong"
394,Efficient robot-based energy maintenance in Wireless Sensor Networks,conferencePaper,2010.0,"Velazquez, Elio; Santoro, Nicola"
395,Gait-based quadruped robot planar hopping control with energy planning,journalArticle,2016.0,"Chai, Hui; Rong, Xuewen; Tang, Xingpeng; Li, Yibin"
396,An overview on principles for energy efficient robot locomotion,journalArticle,2018.0,"Kashiri, Navvab; Abate, Andy; Abram, Sabrina J.; Albu-Schaffer, Alin; Clary, Patrick J.; Daley, Monica; Faraji, Salman; Furnemont, Raphael; Garabini, Manolo; Geyer, Hartmut"
397,Mechanical design and motion analysis of a small intelligent inspection robot for nuclear power plant,conferencePaper,2015.0,"Hu, Zhonghua; Guan, Da; Xu, Wenfu; Wang, Zhiying; Zou, Huaiwu"
398,Constrained Online Optimization Using Evolutionary Operation: A Case Study About Energy-Optimal Robot Control,journalArticle,2015.0,"Rutten, Koen; De Baerdemaeker, Josse; Stoev, Julian; Witters, Maarten; De Ketelaere, Bart"
399,Research on dual-arm coordination motion control strategy for power cable mobile robot,journalArticle,2019.0,"Jiang, Wei; Yan, Yu; Yu, Lianqing; Peng, Menghuai; Li, Hongjun; Chen, Wei"
400,Type-1 Fuzzy Pulse Width Modulation Controlled Motion Planning of Differential Drive 4-Wheeled Power Robot,bookSection,2020.0,"Rajwade, Sourabh; Tiwari, Akhilesh Kumar; Pandey, Anish"
401,Robot vision implementation by high-speed image processor TOSPIX: Battery inspection,journalArticle,1983.0,"Kuno, Yoshinori; Numagami, Hideo; Ishikawa, Minoru; Hoshino, Hiroshi; Nakamura, Yasushi; Kidode, Masatsugu"
402,Energy efficient multi-robot exploration of an unknown 2-D environment,book,2012.0,"Panasuik, Stephen"
403,Solid-State Battery Modeling Case Studies for the Analysis of a Micro-Robot Power System,conferencePaper,2018.0,"Teichert, Kendall; Oldham, Kenn"
404,"A DYNAMIC DESIGN ON PORTABLE, LIGHT AND FASTER ALUMINUM-BASED CLIMB-SLIDING INSPECTION ROBOT FOR POWER TRANSMISSION LINE",journalArticle,2018.0,"Alhassan, Ahmad Bala; Zhang, Xiaodong; Shen, Haiming; Guo, Jian; Hamza, Khaled"
405,Wireless Energy Monitoring in Biped Robot Based on Xbee RF Module,journalArticle,2016.0,"Ahmed, Iman; bin Aris, Ishak; Marhaban, Mohammad Hamiruce; Ishak, Asnor Juraiza"
406,A Study on Motion Energy of Humanoid Robot in Different Walking Gaits or Postures,bookSection,2015.0,"Tu, Kuo-Yang; Lin, Pohsu; Peng, Chun-Chi"
407,Combined energy harvesting and control of Moball: a barycentric spherical robot,conferencePaper,2016.0,"Bowkett, Joseph; Burkhardt, Matt; Burdick, Joel W."
408,Mobile robot hydraulic drive energy-saving circuit simulation based on the high-frequency switching valve,conferencePaper,2013.0,"Zhang, Jun; Xue, Yong; Yang, Jun Hong; Wang, Zhuo; Shang, Jian Zhong"
409,Remote operation of a robot for maintaining electric power distribution system using a joystick and a master arm as a Human Robot Interface medium,conferencePaper,2016.0,"Yamashita, Kyohei; Kato, Yukiko; Kurabe, Koichi; Koike, Motoki; Jinno, Koji; Kito, Kazumasa; Tatsuno, Kyoichi; Sqalli, Mohammed Tarhri"
410,Stair-climbing and energy consumption evaluation of a leg-tracked quadruped robot,conferencePaper,2016.0,"Wang, Jie; Ramirez-Serrano, Alex"
411,The development of robotic system for the nuclear power plants. Development of robot real-time controller using DSP,journalArticle,1995.0,"Lyou, Joon; Lee, Ji Hong; Kim, Byung Yeun; Nam, Heon Seong; Hwang, Dong Hyuk; Kim, Jae Hyung; Chung, Hwa Young"
412,Design and development of a mobile robot (SOBOT) driven using automatic power supply generation,journalArticle,2008.0,"Manjunath, T. C.; Patil, Harish"
413,Movable Power Coupling and a Robot With Movable Power Coupling,patent,2016.0,"Hosek, Martin; Sah, Sripati"
414,Power Equipment Control in Four-footed Bearing-burden Robot Dog,conferencePaper,2014.0,"Wang, Jun; He, Lian; Zhang, You Tong"
415,"Modeling, simulation and control of a power assist robot for manipulating objects based on operator’s weight perception",journalArticle,2011.0,"Rahman, SM Mizanoor; Ikeura, Ryojun; Yu, Haoyong"
416,MODELING AND DESIGN OF IN℡LIGENT ROBOT FOR FAULT DIAGNOSIS OF POWER TRANSMISSION AND DISTRIBUTION SYSTEM,thesis,2008.0,"PANDURANG, VIRANAK BHOJRAJ"
417,Automatic Reading System for Analog Instruments Based on Computer Vision and Inspection Robot for Power Plant,conferencePaper,2018.0,"Wang, Junzhe; Huang, Jian; Cheng, Rong"
418,Directed power-variable infrared communication for the mini robot khepera,conferencePaper,2003.0,"Grünewald, Matthias; Rückert, Ulrich; Schindelhauer, Christian; Volbert, Klaus"
419,Combining gait optimization with passive system to increase the energy efficiency of a humanoid robot walking movement,conferencePaper,2015.0,"Pereira, Ana I.; Lima, José; Costa, Paulo"
420,Autonomous Mobile Robot Power Management System,thesis,1999.0,"al-Qdah, Malik Taysir"
421,Energy optimisation of an industrial robot using iterative dynamic programming,thesis,2014.0,"Edmonds, Stefan; Lindberg, Rasmus"
422,Method of On-line Obtain Energy for Medium Differential-pressure Drive In-pipe Robot,journalArticle,2017.0,"GAO, Xing-hua; LI, Jian-yong; JIA, Shuang-lin; WANG, Ming-xu"
423,"A new energetically optimized power supply system for a mobile robot platform, using ultracapacitors and batteries to ensure both ultra-fast charging and autonomy",conferencePaper,2015.0,"Arantes, Carlos; Esteves, João Sena; Sepúlveda, João"
424,Energy-efficient distributed programming model for swarm robot,conferencePaper,2013.0,"Huh, Sungju; Hong, Seongsoo; Lee, Joonghyun"
425,"Study on feet forces' distributions, energy consumption and dynamic stability measure of hexapod robot during crab walking",journalArticle,2019.0,"Mahapatra, Abhijit; Roy, Shibendu Shekhar; Pratihar, Dilip Kumar"
426,Fuzzy logic pid based control design for a small underwater robot with minimum energy consumption,journalArticle,2016.0,"Jebelli, Ali; Yagoub, Mustapha CE"
427,Power-optimized motion planning of reconfigured redundant space robot,journalArticle,2019.0,"Dalla, Vijay Kumar; Pathak, P. M."
428,Design of IoT-Based River Water Monitoring Robot Data Transmission Model Using Low Power Wide Area Network (LPWAN) Communication Technology,conferencePaper,2019.0,"Lestari, Rahayu Dwi; Rusdinar, Angga; Murti, Muhammad Ary; Tawaqal, Gilang; Lee, Dongho"
429,Least mean p-power extreme learning machine for obstacle avoidance of a mobile robot,conferencePaper,2016.0,"Yang, Jing; Chen, Pengpeng; Rong, Hai-Jun; Chen, Badong"
430,AUTOMATIC DISC HANDLING ROBOT FOR POWER PRESS USING ELECTROMAGNET,journalArticle,2014.0,"Soni, Maharshikumar; Jain, Ravi; Patel, Jigneshkumar"
431,Developing energy efficient scenarios of work for industrial robot manipulators,thesis,2015.0,"Breistøl, Kristian"
432,Design of a low power multiple object tracking vision sensor for use in robot localization and surveillance tasks,conferencePaper,2016.0,"Noorbakhsh, Seyede Maryam; Habibi, Mehdi"
433,Mechanical Power to Identify Human Performance for a Lower Limb Rehabilitation Robot,journalArticle,2019.0,"Eiammanussakul, Trinnachoke; Sangveraphunsiri, Viboon"
434,The Design and Implementation of Optimal Battery Charging Robot Using Solar Power,journalArticle,2016.0,"KOLIKONDA, YEDUKONDALU; PBhasker, R. A. O.; RAO, DRPV"
435,Design and Simulation of a Single Leg of a Jumpable Bionic Robot with Joint Energy Storage Function,journalArticle,2020.0,"Wang, Liang Wen; Zhang, Wei Wei; Wang, Tuan Hui; Wang, Cai Dong; Meng, Fan Nian"
436,"I,[LITTLE GREEN] ROBOT",conferencePaper,,"Andoniou, Constantine"
437,Control of a redundant 7DOF upper-limb power-assist exoskeleton robot,journalArticle,2011.0,"Hayashi, Yoshiaki; Kiguchi, Kazuo; Dubey, Rajiv"
438,Preparation of industrial robot systems for work in intelligent power networks,journalArticle,,"Beldjajev, Viktor; Lehtla, Tõnu"
439,Energy-Efficient Trajectory Planning using Inequality State Constraint for Biped Walking Robot with Upper Body Mass,conferencePaper,2006.0,"Hase, Takamasa; Huang, Qingjiu"
440,Modeling and analysis on energy consumption of hydraulic quadruped robot for optimal trot motion control,journalArticle,2019.0,"Yang, Kun; Rong, Xuewen; Zhou, Lelai; Li, Yibin"
441,Robot tracking in low-power visual sensor networks,conferencePaper,2016.0,"Olti, Em\Hoke; Verbeke, Thomas; Braeckman, Geert; Dadarlat, Vasile Teodor; Munteanu, Adrian"
442,A new two legs mobile robot for inspection of power transmission lines,conferencePaper,2013.0,"de Deus, Thiago Martins; Alves, Arnon Jadir Rodrigues; Gonçalves, R. S.; Carvalho, J. C. M."
443,Coupled drive leg of quadrupedal robot mechanism design and analysis of energy consumption,conferencePaper,2013.0,"Sha, Sheng; Jianzhong, Wang; Shaopeng, Pan; Jiadong, Shi"
444,Development of Long Rail Dynamic Wireless Power Transfer for Battery-Free Mobile Robot,conferencePaper,2019.0,"Anyapo, Chan"
445,Cooling Parasitic Considerations for Optimal Sizing and Power Split Strategy for Military Robot Powered by Hydrogen Fuel Cells,report,2018.0,"Siegel, Jason B.; Stefanopoulou, Anna G.; Rizzo, Denise; Prakash, Niket"
446,Design and analysis of multi-winding power current transformer for power transmission lines inspection robot,journalArticle,2012.0,"Yang, Mingbo; Liang, Zize; Qian, Hanbo; Li, En; Yang, Guodong"
447,Minimum Position Based on Robot’s Energy Consumption: A New Algorithm for Coordinated Multi-Robot Exploration,conferencePaper,2017.0,"Benkrid, Abdenour; Achour, Noura"
448,On indigenous design of prototypic tele-operated mobile robot for ventilation duct inspection in nuclear power plants,conferencePaper,2010.0,"Salem, Muhammad; Abbasi, Abdul Rehman; Zia-ul-Haque, Qazi SM"
449,Computer simulation of the dynamics and control of an energy-efficient robot leg,thesis,1982.0,"Cheng, Fan-Tien"
450,Underactuated control of a bionic-ape robot based on the energy pumping method and big damping condition turn-back angle feedback,journalArticle,2018.0,"Wu, Weiguo; Huang, Minchang; Gu, Xiadong"
451,Towards integrated OR/CP energy optimization for robot cells,conferencePaper,2014.0,"Wigström, Oskar; Lennartson, Bengt"
452,COMPONENT PLACEMENT ROBOT WITH WIRELESS ENERGY AND DATA TRANSFER,journalArticle,,"Jansen, Ger LM; Sahin, Funda"
453,Autonomic Management for Mobile Robot Battery Degradation,conferencePaper,2018.0,"Doran, Martin; Sterritt, Roy; Wilkie, George"
454,Morphological adaptation in an energy efficient vibration-based robot,conferencePaper,2018.0,"Katiyar, Shiv; Kandasamy, Ghopy; Kulatunga, Eranda; Mustafizur, Md; Iida, Fumiya; Nurzaman, Surya G."
455,A robust feedback path tracking control algorithm for an indoor carrier robot considering energy optimization,journalArticle,2019.0,"Wang, Yina; Xiong, Wenqiu; Yang, Junyou; Jiang, Yinlai; Wang, Shuoyu"
456,Design of Magnetic-Resonance-Based Contact-Less Power Transfer System for Moving Robot,conferencePaper,2015.0,"Zhao, Qiang; Wang, Anna; Wang, Hao"
457,Self-tuning time-energy optimization for the trajectory planning of a wheeled mobile robot,journalArticle,2019.0,"Serralheiro, Werther; Maruyama, Newton; Saggin, Fabrício"
458,MANUFACTURING ENGINEERING IN THERMAL SPRAY TECHNOLOGIES BY ADVANCED ROBOT SYSTEMS AND PROCESS KINEMATICS-HIGH END COATINGS FOR KEY COMPONENTS IN AUTOMOTIVE TO NUCLEAR POWER ENGINEERING–,journalArticle,,"Gadow, Rainer; Killinger, Andreas; Garcia, Venancio Martinez"
459,Optimal energy-effective gait for biped robot,conferencePaper,2013.0,"Yuan, Li Peng; Yuan, Li Ming; Lu, Hong Ying"
460,Autonomous robot auto-docking and energy management systems and methods,patent,2018.0,"Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R."
461,Speed Control System Design in Bicycle Robot by Low Power Method,journalArticle,2010.0,"Wiriya, Sunthorn; Distaklu, Nikom; Howimanporn, Suppachai"
462,An operator controlled mobile robot with minimal computing power,thesis,2003.0,"Hames, Andrew MJ"
463,"Design, modelling and control of a brachiating power line inspection robot",thesis,2016.0,"Patel, Javaad"
464,Systems and methods for pairing a power base of a modular wheelchair system with a guide robot,patent,2019.0,"Moore, Douglas A."
465,Kinematics and energy minimization approach for continuum robot,bookSection,2016.0,"Lu, Qiang; He, Bin"
466,The Power of Robot Groups with a Focus on Persuasive and Linguistic Cues,journalArticle,2017.0,"Brandstetter, Jürgen"
467,Improvement of aluminium alloy sheet metal welding quality and productivity with AC pulsed MIG welding system (1st report). Development of AC pulsed MIG welding power source with built-in robot interface,journalArticle,2001.0,"Tong, H.; Ueyama, T."
468,Minimum Energy of a Prismatic Joint without: Actuator: Application on RRP Robot,journalArticle,,"Tawiwat, V.; Tosapolporn, P.; Kedit, J."
469,A Conceptual Model of a Stereo Vision System to Aid a Teleoperated Robot in Pruning Vegetation Close to Overhead Urban Power Lines,conferencePaper,2018.0,"Bianchi Filho, Jose Francisco; Siebert, Luciano Cavalcante; Mariani, Viviana Cocco; dos Santos Coelho, Leandro"
470,Realization energy optimization of complete path planning in differential drive based self-reconfigurable floor cleaning robot,journalArticle,2019.0,"Le, Anh Vu; Ku, Ping-Cheng; Than Tun, Thein; Huu Khanh Nhan, Nguyen; Shi, Yuyao; Mohan, Rajesh Elara"
471,"Mechanical Energy Optimization in Trajectory Planning for Six DOF Robot Manipulators Based on Eighth-Degree Polynomial Functions, a Genetic Algorithm and a Parallel Processing Technique Based on Multithreading",conferencePaper,2010.0,"Pérez Bailón, W.; Barrera Cardiel, E.; Juárez Campos, I.; RAMOS PAZ, A."
472,Reduction of Energy Consumption by Optimized Robot Cell Design,journalArticle,,"Eggers, K.; Hansen, C.; Kotlarski, J.; Ortmaier, T."
473,Study of Expert Control Systems for Power Transmission Line Inspection Robot,conferencePaper,2018.0,"Hong, Xiao; Luo, Hao; Yan, Biwu; Zheng, Lei"
474,The use of robot with force control in machining of green ceramics,conferencePaper,2015.0,"Lahr, Gustavo José Giardini; Caurin, Glauco Augusto de Paula; Fortulan, Carlos Alberto"
475,A new approach to battery power tracking and predicting for mobile robot transportation using wavelet decomposition and ANFIS networks,conferencePaper,2014.0,"Liu, Hui; Stoll, Norbert; Junginger, Steffen; Thurow, Kerstin"
476,Task performance test on grasping the bolt by a power distribution line maintenance experimental robot system,conferencePaper,2016.0,"Kato, Yukiko; Koike, Motoki; Kurabe, Koichi; Jinno, Koji; Yamashita, Kyohei; Tatsuno, Kyoichi"
477,Energy efficient slope traversability planning for mobile robot in loose soil,conferencePaper,2017.0,"Sakayori, Go; Ishigami, Genya"
478,The Power Consumption Decreasing of the Two-Wheeled Balancing Robot,conferencePaper,2018.0,"Ivoilov, Andrei; Trubin, Vitaly; Zhmud, Vadim; Dimitrov, Lubomir"
479,Energy Based Control System Designs for Underactuated Robot Fish Propulsion,journalArticle,2013.0,"Roper, Daniel"
480,"An universal, inductively coupled battery charger for robot power supplies",conferencePaper,2006.0,"Ryan, Monique; Coup, Robert"
481,Energy efficient foot trajectory of trot motion for hydraulic quadruped robot,journalArticle,2019.0,"Yang, Kun; Li, Yibin; Zhou, Lelai; Rong, Xuewen"
482,Bond Graph based Power Consumption Estimation of a Non-holonomic Wheeled Mobile Robot with Multiple Driving Modes,conferencePaper,2018.0,"Kumar, Pushpendra; Bensekrane, Ismail; Singh, Manarshhjot; Merzouki, Rochdi"
483,Energy dissipation rate control via a semi-analytical pattern generation approach for planar three-legged galloping robot based on the property of passive dynamic walking,journalArticle,2015.0,"Azimi, Mohsen; Hairi Yazdi, Mohammad Reza"
484,Modeling of a multi-robot energy saving system to increase operating time of a firefighting robot,conferencePaper,2016.0,"Kim, Jeongwan; Dietz, J. Eric; Matson, Eric T."
485,Intelligent power management of Lithium-ferro-phosphate cells on the homecare robot,conferencePaper,2009.0,"Wang, Ching-Kuo; Huang, Wei-Fu; Chiu, Jane-Ferng"
486,The energy-optimal motion of a vibration-driven robot in a medium with a inherited law of resistance,journalArticle,,"Zakharova, O.; Egorov, A."
487,A design of the climbing mechanism of a power tower climbing robot,journalArticle,2010.0,"LI, Hong-wei; ZHAO, Shi-ping; LU, Xiao-long"
488,Design and intelligent control of an energy efficient humanoid robot,journalArticle,2010.0,"MORO, FEDERICO LORENZO"
489,Power-synchronized path planning for mobile robot in rough terrain,conferencePaper,2016.0,"Sakayori, Go; Ishigami, Genya"
490,Energy-awared Diving Control for A Deep-sea Hexapod Robot,conferencePaper,2019.0,"Li, Le; Liu, Weidong; Gao, Li’e; Qi, Qian; Jiang, Sen; Li, Zeyu"
491,Energy efficient design and implementation of a semi-autonomous mobile robot prototype,book,2014.0,"Ceber, Arif"
492,Analysis of the energy consumption of a novel dc power supplied industrial robot,journalArticle,2017.0,"Grebers, Ritvars; Gadaleta, Michele; Paugurs, Arturs; Senfelds, Armands; Avotins, Ansis; Pellicciari, Marcello"
493,Potential Energy Distribution of Redundant Cable-Driven Robot Applied to Compliant Grippers: Method and Computational Analysis,journalArticle,2019.0,"Rodriguez-Barroso, Alejandro; Saltaren, Roque; A Portilla, Gerardo; S Cely, Juan; Yakrangi, Oz"
494,Overview of Battery Monitoring and Recharging of Autonomous Mobile Robot,journalArticle,,"Rao, MV Sreenivas; Shivakumar, M."
495,Towards Robot Localization Using Bluetooth Low Energy Beacons RSSI Measures,conferencePaper,2015.0,"Cuadra-Troncoso, J. M.; Rivas-Casado, A.; Álvarez-Sánchez, J. R.; de la Paz-López, Félix; Obregón-Castellanos, D."
