,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,i1,i2,i3,i4,i5,e1,e2,e3,e4,e5
276,A9YPBHTB,journalArticle,2001.0,"Peters, J. F.",Mobile Robot on High Power Transmission Line,,,,,,,2001,2020-03-29 15:04:53,2020-03-29 15:04:53,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Citeseer,,C:\Users\StanS\Zotero\storage\RUYRLCFZ\Peters - 2001 - Mobile Robot on High Power Transmission Line.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
277,EQM3BVJ2,journalArticle,2013.0,"Wang, Xin; Stoev, Julian; Pinte, Gregory; Swevers, Jan",Classical and modern methods for time-constrained energy optimal motion–Application to a badminton robot,Mechatronics,,,,,,2013,2020-03-29 15:04:53,2020-03-29 15:04:53,,669–676,,6,23.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\JAD7DI6H\Wang et al. - 2013 - Classical and modern methods for time-constrained .pdf; C:\Users\StanS\Zotero\storage\ZE578H9Q\S0957415813001220.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
278,S3HAUNW2,journalArticle,2011.0,"CHEN, Shiming; SUN, Chaofeng; JIANG, Jihai",Optimal Path Planning of Mobile Robot with Energy Constrained [J],Machine Tool & Hydraulics,,,,,,2011,2020-03-29 15:05:07,2020-03-29 15:05:07,,,,,9.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\52U5YWNI\CJFDTotal-JCYY201109007.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
279,RLF8GQBY,bookSection,2020.0,"Rao, MV Sreenivas; Shivakumar, M.",PLX-DAQ-Based Wireless Battery Monitoring System for Obstacle Avoidance Robot,Control Instrumentation Systems,,,,,,2020,2020-03-29 15:05:07,2020-03-29 15:05:07,,133–140,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3ZDKDXXL\978-981-13-9419-5_12.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
280,CZ55PEXN,conferencePaper,2016.0,"Das, Pragna; Ribas-Xirgo, Lluıs",Predicting battery level analysing the behaviour of mobile robot,XVII Workshop of Physical Agents Book of Proceedings,,,,,,2016,2020-03-29 15:05:07,2020-03-29 15:05:07,,91–98,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\2HX77I5W\Das and Ribas-Xirgo - 2016 - Predicting battery level analysing the behaviour o.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
281,6WMWQYNU,journalArticle,2011.0,"Li, Chunguang; Inoue, Yoshio; Liu, Tao; Shibata, Kyoko; Oka, Koichi",A new master-slave control method for implementing force sensing and energy recycling in a bilateral arm training robot,"International Journal of Innovative Computing, Information and Control",,,,,,2011,2020-03-29 15:05:07,2020-03-29 15:05:07,,471–485,,1,7.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\84V8476F\Li et al. - 2011 - A new master-slave control method for implementing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
282,UQFYWNHA,conferencePaper,1995.0,"Igarashi, O.; Sato, Katsuhiko; Okada, Satoshi; Hozumi, Hisashi; Shimada, Hideo; Okano, Hideharu; Ozaki, Osamu",Hierarchical autonomous mobile control system of a patrol robot for nuclear power plants,Proceedings of 1995 IEEE International Conference on Robotics and Automation,,,,,,1995,2020-03-29 15:05:07,2020-03-29 15:05:07,,837–842,,,1.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\FFAZQF3Y\525387.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
283,8L9GJXRQ,conferencePaper,2011.0,"Tseng, Kuo-Ching; Chiou, Feng-Jie",Applications of Fuel Cell Power Management System for Robot Vehicles,FIRA RoboWorld Congress,,,,,,2011,2020-03-29 15:05:07,2020-03-29 15:05:07,,218–225,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\JFZBXKH3\Tseng and Chiou - 2011 - Applications of Fuel Cell Power Management System .pdf; C:\Users\StanS\Zotero\storage\HY4ZE3K9\978-3-642-23147-6_27.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
284,5KL9V82V,journalArticle,2016.0,"Bian, Yiheng",Research into structural design and simulation of the inspection robot for ultra-high voltage power transmission lines,,,,,,,2016,2020-03-29 15:05:07,2020-03-29 15:05:07,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\JB2F5VQL\Bian - 2016 - Research into structural design and simulation of .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
285,ZV7A9QFD,conferencePaper,2016.0,"Koike, Motoki; Kurabe, Koichi; Yamashita, Kyohei; Kato, Yukiko; Jinno, Koji; Tatsuno, Kyoichi",An approach to object recognition for a power distribution line maintenance robot. The case of identifying a mechanical bolt to be tightened with a nut,2016 International Symposium on Micro-NanoMechatronics and Human Science (MHS),,,,,,2016,2020-03-29 15:05:07,2020-03-29 15:05:07,,1–7,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5DZ47GLE\7824219.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
286,XFXVWVMJ,journalArticle,2012.0,"Jiang, Kai; Yang, Jia-Hua",Analysis of pollution flashover in power system and design of manipulator applied in cleaning robot [J],Journal of Mechanical & Electrical Engineering,,,,,,2012,2020-03-29 15:05:07,2020-03-29 15:05:07,,,,,10.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\ITWGHZXP\CJFDTotal-JDGC201210015.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
287,ZQXDINFQ,conferencePaper,2012.0,"Li, Yong Bo; Liu, Hai Tao",The Design of Soccer Robot Based on the Mechanical Analysis with Energy Materials,Advanced Materials Research,,,,,,2012,2020-03-29 15:05:35,2020-03-29 15:05:35,,803–806,,,549.0,,,,,,,,Trans Tech Publ,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\QTHVLDIC\AMR.549.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
288,ZMQ7EN3T,conferencePaper,2014.0,"Li, Jie",A Study on Power Li-ion Battery Pack's Management System of Robot,Advanced Materials Research,,,,,,2014,2020-03-29 15:05:35,2020-03-29 15:05:35,,4741–4744,,,926.0,,,,,,,,Trans Tech Publ,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\2EKLKNBM\Li - 2014 - A Study on Power Li-ion Battery Pack's Management .pdf; C:\Users\StanS\Zotero\storage\IUCY8J95\AMR.926-930.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
289,A78Y7YAD,conferencePaper,2013.0,"Shah, S. V.; Gattupalli, A.; Misra, A. K.",Energy optimum reactionless path planning for capture of tumbling orbiting objects using a dual-arm robot,"1st International and 16th National Conference on Machines and Mechanisms. Proceedings. IIT Roorkee, India",,,,,,2013,2020-03-29 15:05:35,2020-03-29 15:05:35,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\CRWFWBNR\Shah et al. - 2013 - Energy optimum reactionless path planning for capt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
290,HRMF3DVS,conferencePaper,2017.0,"Hamza, Ameer; Ayanian, Nora",Forecasting battery state of charge for robot missions,Proceedings of the Symposium on Applied Computing,,,,,,2017,2020-03-29 15:05:35,2020-03-29 15:05:35,,249–255,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\MASPTX9U\Hamza and Ayanian - 2017 - Forecasting battery state of charge for robot miss.pdf; C:\Users\StanS\Zotero\storage\NHHQI9WC\3019612.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
291,QXIZ3W7K,journalArticle,2019.0,"Yu, Chung-En; Ngan, Henrique F. Boyol",The power of head tilts: Gender and cultural differences of perceived human vs human-like robot smile in service,Tourism Review,,,,,,2019,2020-03-29 15:05:35,2020-03-29 15:05:35,,,,,,,,The power of head tilts,,,,,,,,,,,,Google Scholar,,Publisher: Emerald Publishing Limited,,C:\Users\StanS\Zotero\storage\QMRWASQ2\html.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
292,7LBAH53F,conferencePaper,2011.0,"Chen, Sheng; Chen, Chih-Chen; Hwu, Chen-Chain; Chen, Shao-Hua; Huang, Han-Pang",Super-capacitor applications on series lithium batteries for robot power management,2011 7th Asia-Pacific International Conference on Lightning,,,,,,2011,2020-03-29 15:05:35,2020-03-29 15:05:35,,20–25,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\TELS7NPA\6111065.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
293,96UBZXIX,conferencePaper,2010.0,"Osterloh, Christoph; Maehle, Erik",Low-power microcontroller-based acoustic modem for underwater robot communication,ISR 2010 (41st International Symposium on Robotics) and ROBOTIK 2010 (6th German Conference on Robotics),,,,,,2010,2020-03-29 15:05:35,2020-03-29 15:05:35,,1–6,,,,,,,,,,,VDE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\ZSNTN4Q6\Osterloh and Maehle - 2010 - Low-power microcontroller-based acoustic modem for.pdf; C:\Users\StanS\Zotero\storage\3C39RL9R\5756805.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
294,PUGBMDU6,conferencePaper,2008.0,"Menegolo, Andrea; Bussola, Roberto; Tosi, Diego",Motion Planning of an Innovative Serial Robot for Energy Consumption Reduction With “On Fly” Pieces Grasping,ASME 2008 9th Biennial Conference on Engineering Systems Design and Analysis,,,,,,2008,2020-03-29 15:05:35,2020-03-29 15:05:35,,389–403,,,,,,,,,,,American Society of Mechanical Engineers Digital Collection,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\BPDFQS8F\332589.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
295,GFPI2GJT,conferencePaper,2018.0,"Cheng, Haoxuan; Sato, Shimpei; Nakahara, Hiroki",A Performance Per Power Efficient Object Detector on an FPGA for Robot Operating System (ROS),Proceedings of the 9th International Symposium on Highly-Efficient Accelerators and Reconfigurable Technologies,,,,,,2018,2020-03-29 15:05:46,2020-03-29 15:05:46,,1–4,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\Y5J5QJUW\3241793.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
296,LBXSJYY3,journalArticle,2008.0,"SONG, Yong-sheng; CHOU, Wu-sheng; LIANG, Jian-hong; WEN, Li",Power Supply Management Expert System Design of Bionic Robot Fish,Measurement & Control Technology,,,,,,2008,2020-03-29 15:05:46,2020-03-29 15:05:46,,28,,3,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\U4LZI5FT\CJFDTotal-IKJS200803028.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
297,BJGHSCVY,conferencePaper,2013.0,"Licea, Daniel Bonilla; McLernon, Des; Ghogho, Mounir; Zaidi, Syed Ali Raza",An energy saving robot mobility diversity algorithm for wireless communications,21st European Signal Processing Conference (EUSIPCO 2013),,,,,,2013,2020-03-29 15:05:46,2020-03-29 15:05:46,,1–5,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5BXRU5NQ\6811802.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
298,9N4KJGX5,conferencePaper,2010.0,"Doubliez, Paul-François; Bruneau, Olivier; Ouezdou, Fethi Ben","Dynamic obstacle crossing by a biped robot, based on control of the propulsion energy",2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2010,2020-03-29 15:05:46,2020-03-29 15:05:46,,3144–3149,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\HU5FZMKJ\5653229.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
299,GM74PVFT,conferencePaper,2015.0,"Tani, Eiichiro; Yamada, Hidekazu; Kato, Ryota; Kurabe, Koichi; Yamashita, Kyohei; Tatsuno, Kyoichi",Development of the tightening nut task skill using a power distribution line maintenance experimental robot,2015 IEEE/SICE International Symposium on System Integration (SII),,,,,,2015,2020-03-29 15:05:46,2020-03-29 15:05:46,,558–563,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\XGDKJ5TL\7405040.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
300,DBPIQ9A6,journalArticle,2002.0,"Kim, Seungho; Kim, Chang Hoi; Seo, Yong Chil; Jung, Seung Ho; Lee, Nam Ho",Surveillance and maintenance tasks with tele-operated mobile robot in nuclear power plants,,,,,,,2002,2020-03-29 15:05:46,2020-03-29 15:05:46,,,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\TXYRPBVF\search.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
301,TXXQPXHI,journalArticle,2017.0,"Roberts, Dustyn; Quacinella, Joseph; Kim, Joo H.",Energy expenditure of a biped walking robot: instantaneous and degree-of-freedom-based instrumentation with human gait implications,Robotica,,,,,,2017,2020-03-29 15:05:46,2020-03-29 15:05:46,,1054–1071,,5,35.0,,,Energy expenditure of a biped walking robot,,,,,,,,,,,,Google Scholar,,Publisher: Cambridge University Press,,C:\Users\StanS\Zotero\storage\BBUQJYMU\748F7A69881B87316931A50E83C69DC3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
302,4SZH5EC3,conferencePaper,2016.0,"Yue, Xiang; Wang, Hongguang; Yang, Yingchun; Jiang, Yong",Geometric design of an inspection robot for 110kV power transmission lines,2016 4th International Conference on Applied Robotics for the Power Industry (CARPI),,,,,,2016,2020-03-29 15:05:46,2020-03-29 15:05:46,,1–5,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\B5ULF68H\7745636.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
303,GJGG6B28,conferencePaper,2013.0,"Chen, Xianbao; Gao, Feng; Qi, Chenkun; Tian, Xinghua; Zhang, Jiaqi",Energy Storing Mechanism for a New Hydraulic-Motor Actuated Robot,ASME 2013 International Design Engineering Technical Conferences and Computers and Information in Engineering Conference,,,,,,2013,2020-03-29 15:05:46,2020-03-29 15:05:46,,,,,,,,,,,,,American Society of Mechanical Engineers Digital Collection,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\KXQDFCW9\255515.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
304,EA4XMVZQ,journalArticle,2010.0,"Yao-nan, JIANG Wen-hui WANG; Yuan-li, TAN Lei ZHOU",Design and Implement of Control System for De-icing Robot of Power Transmission Lines,Microcomputer Information,,,,,,2010,2020-03-29 15:05:46,2020-03-29 15:05:46,,60,,32,2010.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\HV57F7ZF\CJFDTotal-WJSJ201032060.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
305,96A75SGF,journalArticle,2014.0,"Bonami, Pierre; Olivares, Alberto; Staffetti, Ernesto",Energy-optimal multi-goal motion planning for planar robot manipulators,Journal of Optimization Theory and Applications,,,,,,2014,2020-03-29 15:06:06,2020-03-29 15:06:06,,80–104,,1,163.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\CT6TBA28\s10957-013-0516-0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
306,CZ9PWX8U,journalArticle,2010.0,"Ugasciny Arumugam, Ugasciny",Inspection Robot for Power Line,,,,,,,2010,2020-03-29 15:06:06,2020-03-29 15:06:06,,,,,,,,,,,,,,,,,,,,Google Scholar,,Publisher: Universiti Teknologi Petronas,,C:\Users\StanS\Zotero\storage\WQVQ2MUI\1272.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
307,RPSGIR4V,journalArticle,2019.0,"Young, Sierra N.; Kayacan, Erkan; Peschel, Joshua M.",Design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum,Precision Agriculture,,,,,,2019,2020-03-29 15:06:06,2020-03-29 15:06:06,,697–722,,4,20.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\62KLFU6K\s11119-018-9601-6.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
308,9S9IG6UZ,journalArticle,2011.0,"Fung, Rong-Fong; Cheng, Yi-Hsin",An minimum-energy-based high-degree polynomial trajectory planning and tracking control for an LCD glass-handling robot,Int J Intell Eng Syst,,,,,,2011,2020-03-29 15:06:06,2020-03-29 15:06:06,,1–10,,4,4.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\I36XBY6T\Fung and Cheng - 2011 - An minimum-energy-based high-degree polynomial tra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
309,UJT5U2WS,conferencePaper,2007.0,"Alonso, O.; Casanova, R.; Sanuy, A.; Diéguez, A.; Samitier, J.",A low power optical interface for inter-robot communication in a swarm of microrobots,Proceedings of the 11th Conference on Proceedings of the 11th WSEAS International Conference on Circuits-Volume 11,,,,,,2007,2020-03-29 15:06:06,2020-03-29 15:06:06,,143–146,,,,,,,,,,,World Scientific and Engineering Academy and Society (WSEAS),,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
310,HTK7SYE8,journalArticle,2015.0,"Shi, Yu; Yan, Guozheng; Chen, Wenwen; Zhu, Bingquan","Micro-intestinal robot with wireless power transmission: design, analysis and experiment",Computers in biology and medicine,,,,,,2015,2020-03-29 15:06:06,2020-03-29 15:06:06,,343–351,,,66.0,,,Micro-intestinal robot with wireless power transmission,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\YV3HFW4X\S0010482515002036.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
311,CXPLUKGM,conferencePaper,2012.0,"Roy, Shibendu Shekhar; Pratihar, Dilip Kumar",Dynamic modeling of energy efficient crab walking of hexapod robot,Applied Mechanics and Materials,,,,,,2012,2020-03-29 15:06:06,2020-03-29 15:06:06,,2730–2739,,,110.0,,,,,,,,Trans Tech Publ,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\EFYIA3D9\Roy and Pratihar - 2012 - Dynamic modeling of energy efficient crab walking .pdf; C:\Users\StanS\Zotero\storage\RXIJ8Z9C\AMM.110-116.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
312,A8KWDAB5,conferencePaper,2011.0,"Monje, Concepción A.; Martínez, Santiago; Jardón, Alberto; Pierro, Paolo; Balaguer, Carlos; Muñoz, Delia",Full-size humanoid robot TEO: Design attending mechanical robustness and energy consumption,2011 11th IEEE-RAS International Conference on Humanoid Robots,,,,,,2011,2020-03-29 15:06:06,2020-03-29 15:06:06,,325–330,,,,,,Full-size humanoid robot TEO,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\KPKS8BC2\6100835.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
313,ZD4UE7VQ,conferencePaper,2010.0,"Ichiyanagi, Takayuki; Ito, Shiro; Ito, Tatsuya; Ito, Yuta; Suzuki, Takahito; Kazino, Masashi; Tatsuno, Kyoichi",CG simulator for a semi-autonomous remote power distribution line maintenance robot-installation of a transformer,2010 International Symposium on Micro-NanoMechatronics and Human Science,,,,,,2010,2020-03-29 15:06:06,2020-03-29 15:06:06,,220–225,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\9SM4WVZD\5669532.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
314,LBIPEM7A,conferencePaper,2007.0,"Shen, Huanghuan; Song, Quanjun; Deng, Xiaohong; Zhao, Yibo; Yu, Yong; Ge, Yunjian",Recognition of phases in sit-to-stand motion by Neural Network Ensemble (NNE) for power assist robot,2007 IEEE International Conference on Robotics and Biomimetics (ROBIO),,,,,,2007,2020-03-29 15:06:27,2020-03-29 15:06:27,,1703–1708,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\MJTA9MQ4\4522422.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
315,CFCHMYMI,conferencePaper,2015.0,"Rabenorosoa, Kanty; Rakotondrabe, Micky",Performances analysis of piezoelectric cantilever based energy harvester devoted to mesoscale intra-body robot,Next-Generation Robotics II; and Machine Intelligence and Bio-inspired Computation: Theory and Applications IX,,,,,,2015,2020-03-29 15:06:27,2020-03-29 15:06:27,,94940E,,,9494.0,,,,,,,,International Society for Optics and Photonics,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3G3BVI5B\Rabenorosoa and Rakotondrabe - 2015 - Performances analysis of piezoelectric cantilever .pdf; C:\Users\StanS\Zotero\storage\2XC66YQ4\12.2186825.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
316,54C3QVRU,conferencePaper,2016.0,"Banas, W.; Gwiazda, A.; Monica, Z.; Sekala, A.; Foit, K.",Analysis of the position of robotic cell components and its impact on energy consumption by robot,IOP Conference Series: Materials Science and Engineering,,,,,,2016,2020-03-29 15:06:27,2020-03-29 15:06:27,,052017,,,145.0,,,,,,,,IOP Publishing,,,,,,,Google Scholar,,Issue: 5,,C:\Users\StanS\Zotero\storage\S3ENA96D\Banas et al. - 2016 - Analysis of the position of robotic cell component.pdf; C:\Users\StanS\Zotero\storage\VKIK49B6\meta.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
317,3YDK2YRS,journalArticle,2017.0,"Yue, Xiang; Wang, Hongguang; Jiang, Yong",A novel 110 kV power line inspection robot and its climbing ability analysis,International Journal of Advanced Robotic Systems,,,,,,2017,2020-03-29 15:06:27,2020-03-29 15:06:27,,1729881417710461,,3,14.0,,,,,,,,,,,,,,,Google Scholar,,"Publisher: SAGE Publications Sage UK: London, England",,C:\Users\StanS\Zotero\storage\4LQR957J\1729881417710461.html; C:\Users\StanS\Zotero\storage\B9UGACUZ\1729881417710461.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
318,3RJXFZVR,journalArticle,2013.0,"Cho, Baek-Kyu; Kim, Jung-Hoon; Oh, Jun-Ho",Balancing strategy using the principle of energy conservation for a hopping humanoid robot,International Journal of Humanoid Robotics,,,,,,2013,2020-03-29 15:06:27,2020-03-29 15:06:27,,1350020,,03,10.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: World Scientific,,C:\Users\StanS\Zotero\storage\Z8NNIB3G\S0219843613500205.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
319,JC8GJ2G7,journalArticle,2013.0,"SONG, Shu-Wei; RUAN, Yi; LI, Zheng",Obstacle-naviga tion control of automatic inspection robot for extra high voltage power lines based on multi-sensor,Machine Tool & Hydraulics,,,,,,2013,2020-03-29 15:06:27,2020-03-29 15:06:27,,51–54,,7,41.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\LYYQB4RP\CJFDTotal-JCYY201307017.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
