"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XJYG6U32","conferencePaper","2008","Zhou, Fengyu; Li, Yibin; Lie, Caihong; Li, Feng; Wang, Changxun; Chen, Wenwen","Research on autonomous negotiation action planning for 110kV power transmission line inspection robot","2008 7th World Congress on Intelligent Control and Automation","","","","","","2008","2020-03-29 15:04:26","2020-03-29 15:04:26","","7455–7459","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5MA6GJIV\4594081.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJEF5G3W","journalArticle","2007","WANG, Ji-dai; Xie, Yong; WANG, Feng-qin","The study of mechanical structure for a power transmission line inspection robot [J]","Machinery Design & Manufacture","","","","","","2007","2020-03-29 15:04:26","2020-03-29 15:04:26","","","","","8","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\8S4CWWBB\CJFDTotal-JSYZ200708054.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AXVMVBWC","journalArticle","2016","Meng, Fei; Chen, Xiaopeng; Yu, Zhangguo; Chen, Xuechao; Zhou, Mingliang; Huang, Qiang","Impact motion control of humanoid robot BHR-5 based on the energy integral method","Advances in Mechanical Engineering","","","","","","2016","2020-03-29 15:04:38","2020-03-29 15:04:38","","1687814015626024","","1","8","","","","","","","","","","","","","","","Google Scholar","","Publisher: SAGE Publications Sage UK: London, England","","C:\Users\StanS\Zotero\storage\EUC2RV63\1687814015626024.html; C:\Users\StanS\Zotero\storage\L8XB67XE\1687814015626024.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGNXGUJB","journalArticle","2017","WANG, Ji-dai; ZHEN, Jing; LIU, Xiao-chen; WANG, Zhi-wei","Study on the Bionic Structure of Inspection Robot for Power Transmission Lines","Machinery Design & Manufacture","","","","","","2017","2020-03-29 15:04:38","2020-03-29 15:04:38","","62","","10","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\CKUJ5HK6\CJFDTotal-JSYZ201710062.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I72CJ6KL","conferencePaper","2009","Zuo, Qi; Guo, Zi Jian; Xu, De","The corner detection for a mobile robot of power lines","2009 International Conference on Industrial Mechatronics and Automation","","","","","","2009","2020-03-29 15:04:38","2020-03-29 15:04:38","","333–336","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3K4MZIQV\5156629.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVDU79W5","conferencePaper","2011","Wang, Ching-Kuo; Huang, Han-Pang; Huang, Wei-Fu","Loading evaluation of the power scheduling system on the industrialized robot platform","2011 9th World Congress on Intelligent Control and Automation","","","","","","2011","2020-03-29 15:04:38","2020-03-29 15:04:38","","326–329","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QPYKW6UE\5970752.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFS5TUWK","journalArticle","2012","Park, Young-Nam; Kim, Jong-Young; Yoon, Hee-Byung","Design and Verification of Robot Power Management Model based on Context Information","Journal of KIISE: Software and Applications","","","","","","2012","2020-03-29 15:04:38","2020-03-29 15:04:38","","367–374","","5","39","","","","","","","","","","","","","","","Google Scholar","","Publisher: Korean Institute of Information Scientists and Engineers","","C:\Users\StanS\Zotero\storage\V885SN8X\JAKO201219565294779.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9TWN2P2","conferencePaper","2014","Imamura, Yumeko; Tanaka, Takayuki; Ayusawa, Ko; Yoshida, Eiichi","Verification of assistive effect generated by passive power-assist device using humanoid robot","2014 IEEE/SICE International Symposium on System Integration","","","","","","2014","2020-03-29 15:04:38","2020-03-29 15:04:38","","761–766","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QRKDXU8J\Imamura et al. - 2014 - Verification of assistive effect generated by pass.pdf; C:\Users\StanS\Zotero\storage\HZJGXAIQ\7028134.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95L45WCH","conferencePaper","2012","Guo, Wei Bin; Wang, Hong Guang; Sun, Peng; Ling, Lie","Human-Robot Interaction System Research for 500kV EHV Power Transmission Line Inspection Robot","Advanced Engineering Forum","","","","","","2012","2020-03-29 15:04:38","2020-03-29 15:04:38","","427–432","","","2","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\UCFJ6Q3H\AEF.2-3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XHTLBY6","journalArticle","2011","Shengbin, JINHGAOY","Adaptive Terminal-sliding-mode Combination Control for Heading and Rolling of Marine Robot Based on Energy Optimization [J]","Journal of Mechanical Engineering","","","","","","2011","2020-03-29 15:04:38","2020-03-29 15:04:38","","","","","15","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5IHMSU4P\CJFDTotal-JXXB201115007.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS6WUF2L","conferencePaper","2016","Bi, Ming-Shuai; Mu, Jia-Song; Wang, Yu-Yin","Design of a Soft Pack Battery Tab Height Detection Device Based on a Cartesian Robot","International Conference in Communications, Signal Processing, and Systems","","","","","","2016","2020-03-29 15:04:38","2020-03-29 15:04:38","","1007–1015","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\GY9Z7SCG\978-981-10-3229-5_109.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEY33ELR","journalArticle","2017","Wu, Danfeng; Zeng, Guangping; Meng, Lingguo; Zhou, Weijian; Li, Linmin","Gini coefficient-based task allocation for multi-robot systems with limited energy resources","IEEE/CAA Journal of Automatica Sinica","","","","","","2017","2020-03-29 15:04:38","2020-03-29 15:04:38","","155–168","","1","5","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\2S28YSQ5\7833258.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J99RJ44U","conferencePaper","2013","Nansai, Shunsuke; Iwase, Masami; Elara, Mohan Rajesh","Energy based position control of jansen walking robot","2013 IEEE International Conference on Systems, Man, and Cybernetics","","","","","","2013","2020-03-29 15:04:53","2020-03-29 15:04:53","","1241–1246","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ZGXGV4PU\Nansai et al. - 2013 - Energy based position control of jansen walking ro.pdf; C:\Users\StanS\Zotero\storage\BQBY3294\6721968.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3L5SE5QE","journalArticle","2016","Zeng, Yishan; Wang, Daoming; Zi, Bin; Wang, Shanjie","Design and Dynamic Simulation of a Novel Lower Extremity Exoskeleton Robot for Power Assisting","Recent Patents on Mechanical Engineering","","","","","","2016","2020-03-29 15:04:53","2020-03-29 15:04:53","","79–84","","1","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: Bentham Science Publishers","","C:\Users\StanS\Zotero\storage\APYD7SWR\art00011.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKY6Z5BE","bookSection","2006","Siregar, Houtman P.; Martynenko, Yuri G.","Computation of optimum consumption of energy for anthropomorphic robot driven by electric motor","Robot Motion and Control","","","","","","2006","2020-03-29 15:04:53","2020-03-29 15:04:53","","233–241","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\9XXNQYA5\978-1-84628-405-2_15.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2SRKRAM","conferencePaper","2019","Fu, CHENG; Jing, B. A. I.; Huiyu, WANG; Xiaoguang, X. I. E.","Reducing the Energy Consumption of a Palletizing Robot through RobotStudio","2019 Chinese Control And Decision Conference (CCDC)","","","","","","2019","2020-03-29 15:04:53","2020-03-29 15:04:53","","5608–5610","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\WC8XW6BZ\8832986.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X9DV5M6L","journalArticle","2008","HUO, Wei; LIU, Da-wei; WANG, Jiang-tao","Robot Path Planning Based on Local Minimum Energy [J]","Journal of Qingdao Technological University","","","","","","2008","2020-03-29 15:04:53","2020-03-29 15:04:53","","","","","4","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\WXDNYMIE\CJFDTotal-QDJG200804021.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56GABM9Z","bookSection","2012","Silva, Vladimir","Welcome to the World of the Little Green Robot","Pro Android Games","","","","","","2012","2020-03-29 15:04:53","2020-03-29 15:04:53","","1–20","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5HMJVN62\978-1-4302-4798-2_1.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTZCXUZK","conferencePaper","2012","Zhang, Lei; Gao, Shan","Normalized energy stability margin based analysis of omni-directional static walking of a quadruped robot on rough terrain","Advanced Materials Research","","","","","","2012","2020-03-29 15:04:53","2020-03-29 15:04:53","","7401–7405","","","383","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\BP8IE78K\AMR.383-390.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4H8VWL2","bookSection","2012","Briere, Yves","Sailing robot performance: maximum speed tracking vs energy efficiency","Field Robotics","","","","","","2012","2020-03-29 15:04:53","2020-03-29 15:04:53","","102–109","","","","","","Sailing robot performance","","","","","World Scientific","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ZDEZDVU2\Briere - 2012 - Sailing robot performance maximum speed tracking .pdf; C:\Users\StanS\Zotero\storage\D3KICHZ3\9789814374286_0012.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9YPBHTB","journalArticle","2001","Peters, J. F.","Mobile Robot on High Power Transmission Line","","","","","","","2001","2020-03-29 15:04:53","2020-03-29 15:04:53","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Citeseer","","C:\Users\StanS\Zotero\storage\RUYRLCFZ\Peters - 2001 - Mobile Robot on High Power Transmission Line.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQM3BVJ2","journalArticle","2013","Wang, Xin; Stoev, Julian; Pinte, Gregory; Swevers, Jan","Classical and modern methods for time-constrained energy optimal motion–Application to a badminton robot","Mechatronics","","","","","","2013","2020-03-29 15:04:53","2020-03-29 15:04:53","","669–676","","6","23","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\JAD7DI6H\Wang et al. - 2013 - Classical and modern methods for time-constrained .pdf; C:\Users\StanS\Zotero\storage\ZE578H9Q\S0957415813001220.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3HAUNW2","journalArticle","2011","CHEN, Shiming; SUN, Chaofeng; JIANG, Jihai","Optimal Path Planning of Mobile Robot with Energy Constrained [J]","Machine Tool & Hydraulics","","","","","","2011","2020-03-29 15:05:07","2020-03-29 15:05:07","","","","","9","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\52U5YWNI\CJFDTotal-JCYY201109007.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLF8GQBY","bookSection","2020","Rao, MV Sreenivas; Shivakumar, M.","PLX-DAQ-Based Wireless Battery Monitoring System for Obstacle Avoidance Robot","Control Instrumentation Systems","","","","","","2020","2020-03-29 15:05:07","2020-03-29 15:05:07","","133–140","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3ZDKDXXL\978-981-13-9419-5_12.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZ55PEXN","conferencePaper","2016","Das, Pragna; Ribas-Xirgo, Lluıs","Predicting battery level analysing the behaviour of mobile robot","XVII Workshop of Physical Agents Book of Proceedings","","","","","","2016","2020-03-29 15:05:07","2020-03-29 15:05:07","","91–98","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\2HX77I5W\Das and Ribas-Xirgo - 2016 - Predicting battery level analysing the behaviour o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9W5XR8X","patent","2010","Kamiya, Koji","Controller for controlling robot body with power-off brake","","","","","","","2010-12-14","2020-03-29 15:05:07","2020-03-29 15:05:07","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\YUUG3G65\Kamiya - 2010 - Controller for controlling robot body with power-o.pdf; C:\Users\StanS\Zotero\storage\68BSJH5R\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WMWQYNU","journalArticle","2011","Li, Chunguang; Inoue, Yoshio; Liu, Tao; Shibata, Kyoko; Oka, Koichi","A new master-slave control method for implementing force sensing and energy recycling in a bilateral arm training robot","International Journal of Innovative Computing, Information and Control","","","","","","2011","2020-03-29 15:05:07","2020-03-29 15:05:07","","471–485","","1","7","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\84V8476F\Li et al. - 2011 - A new master-slave control method for implementing.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQFYWNHA","conferencePaper","1995","Igarashi, O.; Sato, Katsuhiko; Okada, Satoshi; Hozumi, Hisashi; Shimada, Hideo; Okano, Hideharu; Ozaki, Osamu","Hierarchical autonomous mobile control system of a patrol robot for nuclear power plants","Proceedings of 1995 IEEE International Conference on Robotics and Automation","","","","","","1995","2020-03-29 15:05:07","2020-03-29 15:05:07","","837–842","","","1","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\FFAZQF3Y\525387.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8L9GJXRQ","conferencePaper","2011","Tseng, Kuo-Ching; Chiou, Feng-Jie","Applications of Fuel Cell Power Management System for Robot Vehicles","FIRA RoboWorld Congress","","","","","","2011","2020-03-29 15:05:07","2020-03-29 15:05:07","","218–225","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\JFZBXKH3\Tseng and Chiou - 2011 - Applications of Fuel Cell Power Management System .pdf; C:\Users\StanS\Zotero\storage\HY4ZE3K9\978-3-642-23147-6_27.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KL9V82V","journalArticle","2016","Bian, Yiheng","Research into structural design and simulation of the inspection robot for ultra-high voltage power transmission lines","","","","","","","2016","2020-03-29 15:05:07","2020-03-29 15:05:07","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\JB2F5VQL\Bian - 2016 - Research into structural design and simulation of .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV7A9QFD","conferencePaper","2016","Koike, Motoki; Kurabe, Koichi; Yamashita, Kyohei; Kato, Yukiko; Jinno, Koji; Tatsuno, Kyoichi","An approach to object recognition for a power distribution line maintenance robot. The case of identifying a mechanical bolt to be tightened with a nut","2016 International Symposium on Micro-NanoMechatronics and Human Science (MHS)","","","","","","2016","2020-03-29 15:05:07","2020-03-29 15:05:07","","1–7","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5DZ47GLE\7824219.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFXVWVMJ","journalArticle","2012","Jiang, Kai; Yang, Jia-Hua","Analysis of pollution flashover in power system and design of manipulator applied in cleaning robot [J]","Journal of Mechanical & Electrical Engineering","","","","","","2012","2020-03-29 15:05:07","2020-03-29 15:05:07","","","","","10","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ITWGHZXP\CJFDTotal-JDGC201210015.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQXDINFQ","conferencePaper","2012","Li, Yong Bo; Liu, Hai Tao","The Design of Soccer Robot Based on the Mechanical Analysis with Energy Materials","Advanced Materials Research","","","","","","2012","2020-03-29 15:05:35","2020-03-29 15:05:35","","803–806","","","549","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QTHVLDIC\AMR.549.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMQ7EN3T","conferencePaper","2014","Li, Jie","A Study on Power Li-ion Battery Pack's Management System of Robot","Advanced Materials Research","","","","","","2014","2020-03-29 15:05:35","2020-03-29 15:05:35","","4741–4744","","","926","","","","","","","","Trans Tech Publ","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\2EKLKNBM\Li - 2014 - A Study on Power Li-ion Battery Pack's Management .pdf; C:\Users\StanS\Zotero\storage\IUCY8J95\AMR.926-930.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A78Y7YAD","conferencePaper","2013","Shah, S. V.; Gattupalli, A.; Misra, A. K.","Energy optimum reactionless path planning for capture of tumbling orbiting objects using a dual-arm robot","1st International and 16th National Conference on Machines and Mechanisms. Proceedings. IIT Roorkee, India","","","","","","2013","2020-03-29 15:05:35","2020-03-29 15:05:35","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\CRWFWBNR\Shah et al. - 2013 - Energy optimum reactionless path planning for capt.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRMF3DVS","conferencePaper","2017","Hamza, Ameer; Ayanian, Nora","Forecasting battery state of charge for robot missions","Proceedings of the Symposium on Applied Computing","","","","","","2017","2020-03-29 15:05:35","2020-03-29 15:05:35","","249–255","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\MASPTX9U\Hamza and Ayanian - 2017 - Forecasting battery state of charge for robot miss.pdf; C:\Users\StanS\Zotero\storage\NHHQI9WC\3019612.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JARY6Y7B","patent","2018","Sugino, Masayoshi; Yuasa, Katsumi; Hamasaki, Keisuke; Kondoh, Hiroshi; Takeda, Shigeru; Haseo, Yasuyuki","Wireless power supply apparatus, filter unit and power supply apparatus for robot using the filter unit","","","","","","","2018-06-12","2020-03-29 15:05:35","2020-03-29 15:05:35","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\NKCEI6DK\Sugino et al. - 2018 - Wireless power supply apparatus, filter unit and p.pdf; C:\Users\StanS\Zotero\storage\PRV3ZWM9\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXIZ3W7K","journalArticle","2019","Yu, Chung-En; Ngan, Henrique F. Boyol","The power of head tilts: Gender and cultural differences of perceived human vs human-like robot smile in service","Tourism Review","","","","","","2019","2020-03-29 15:05:35","2020-03-29 15:05:35","","","","","","","","The power of head tilts","","","","","","","","","","","","Google Scholar","","Publisher: Emerald Publishing Limited","","C:\Users\StanS\Zotero\storage\QMRWASQ2\html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LBAH53F","conferencePaper","2011","Chen, Sheng; Chen, Chih-Chen; Hwu, Chen-Chain; Chen, Shao-Hua; Huang, Han-Pang","Super-capacitor applications on series lithium batteries for robot power management","2011 7th Asia-Pacific International Conference on Lightning","","","","","","2011","2020-03-29 15:05:35","2020-03-29 15:05:35","","20–25","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\TELS7NPA\6111065.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34IMEDLI","patent","2017","Cohen, David A.; Ozick, Daniel N.; Vu, Clara; Lynch, James; Mass, Philip R.","Autonomous robot auto-docking and energy management systems and methods","","","","","","","2017-01-24","2020-03-29 15:05:35","2020-03-29 15:05:35","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\ZFY2ATKB\Cohen et al. - 2017 - Autonomous robot auto-docking and energy managemen.pdf; C:\Users\StanS\Zotero\storage\XNTT7UI7\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96UBZXIX","conferencePaper","2010","Osterloh, Christoph; Maehle, Erik","Low-power microcontroller-based acoustic modem for underwater robot communication","ISR 2010 (41st International Symposium on Robotics) and ROBOTIK 2010 (6th German Conference on Robotics)","","","","","","2010","2020-03-29 15:05:35","2020-03-29 15:05:35","","1–6","","","","","","","","","","","VDE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ZSNTN4Q6\Osterloh and Maehle - 2010 - Low-power microcontroller-based acoustic modem for.pdf; C:\Users\StanS\Zotero\storage\3C39RL9R\5756805.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUGBMDU6","conferencePaper","2008","Menegolo, Andrea; Bussola, Roberto; Tosi, Diego","Motion Planning of an Innovative Serial Robot for Energy Consumption Reduction With “On Fly” Pieces Grasping","ASME 2008 9th Biennial Conference on Engineering Systems Design and Analysis","","","","","","2008","2020-03-29 15:05:35","2020-03-29 15:05:35","","389–403","","","","","","","","","","","American Society of Mechanical Engineers Digital Collection","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\BPDFQS8F\332589.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFPI2GJT","conferencePaper","2018","Cheng, Haoxuan; Sato, Shimpei; Nakahara, Hiroki","A Performance Per Power Efficient Object Detector on an FPGA for Robot Operating System (ROS)","Proceedings of the 9th International Symposium on Highly-Efficient Accelerators and Reconfigurable Technologies","","","","","","2018","2020-03-29 15:05:46","2020-03-29 15:05:46","","1–4","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\Y5J5QJUW\3241793.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LBXSJYY3","journalArticle","2008","SONG, Yong-sheng; CHOU, Wu-sheng; LIANG, Jian-hong; WEN, Li","Power Supply Management Expert System Design of Bionic Robot Fish","Measurement & Control Technology","","","","","","2008","2020-03-29 15:05:46","2020-03-29 15:05:46","","28","","3","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\U4LZI5FT\CJFDTotal-IKJS200803028.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJGHSCVY","conferencePaper","2013","Licea, Daniel Bonilla; McLernon, Des; Ghogho, Mounir; Zaidi, Syed Ali Raza","An energy saving robot mobility diversity algorithm for wireless communications","21st European Signal Processing Conference (EUSIPCO 2013)","","","","","","2013","2020-03-29 15:05:46","2020-03-29 15:05:46","","1–5","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5BXRU5NQ\6811802.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9N4KJGX5","conferencePaper","2010","Doubliez, Paul-François; Bruneau, Olivier; Ouezdou, Fethi Ben","Dynamic obstacle crossing by a biped robot, based on control of the propulsion energy","2010 IEEE/RSJ International Conference on Intelligent Robots and Systems","","","","","","2010","2020-03-29 15:05:46","2020-03-29 15:05:46","","3144–3149","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\HU5FZMKJ\5653229.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GM74PVFT","conferencePaper","2015","Tani, Eiichiro; Yamada, Hidekazu; Kato, Ryota; Kurabe, Koichi; Yamashita, Kyohei; Tatsuno, Kyoichi","Development of the tightening nut task skill using a power distribution line maintenance experimental robot","2015 IEEE/SICE International Symposium on System Integration (SII)","","","","","","2015","2020-03-29 15:05:46","2020-03-29 15:05:46","","558–563","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\XGDKJ5TL\7405040.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBPIQ9A6","journalArticle","2002","Kim, Seungho; Kim, Chang Hoi; Seo, Yong Chil; Jung, Seung Ho; Lee, Nam Ho","Surveillance and maintenance tasks with tele-operated mobile robot in nuclear power plants","","","","","","","2002","2020-03-29 15:05:46","2020-03-29 15:05:46","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\TXYRPBVF\search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
